Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1535
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1250
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,710
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,380
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,160
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,280
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,160
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,90
M1C,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,30
M1C,Family characteristics,Total children in census families in private households,,,,,,13050
M1C,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1815
M1C,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,3470
M1C,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1515
M1C,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,3455
M1C,Family characteristics,Total children in census families in private households,25 years and over,,,,,2800
M1C,Family characteristics,Average number of children at home per census family,,,,,,1.3
M1G,Family characteristics,Total number of census families in private households,,,,,,8165
M1G,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,3135
M1G,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,2000
M1G,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1955
M1G,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,1070
M1G,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,8160
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,6210
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,5810
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1880
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,3935
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1315
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1670
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,940
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,395
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,200
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,195
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,90
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,75
M1G,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,40
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1955
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1655
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,865
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,525
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,265
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,295
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,185
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,75
M1G,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,35
M1G,Family characteristics,Total children in census families in private households,,,,,,11455
M1G,Family characteristics,Total children in census families in private households,Under six years of age,,,,,2475
M1G,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,3780
M1G,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1280
M1G,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,2215
M1G,Family characteristics,Total children in census families in private households,25 years and over,,,,,1710
M1G,Family characteristics,Average number of children at home per census family,,,,,,1.4
M1H,Family characteristics,Total number of census families in private households,,,,,,6665
M1H,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,2980
M1H,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1730
M1H,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1425
M1H,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,530
M1H,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,6665
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,5195
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,4770
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1775
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,2995
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1285
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1235
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,470
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,430
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,270
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,155
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,80
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,60
M1H,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,15
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1465
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1215
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,760
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,310
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,145
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,255
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,170
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,55
M1H,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,25
M1H,Family characteristics,Total children in census families in private households,,,,,,7825
M1H,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1630
M1H,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,2230
M1H,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,815
M1H,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1710
M1H,Family characteristics,Total children in census families in private households,25 years and over,,,,,1440
M1H,Family characteristics,Average number of children at home per census family,,,,,,1.2
M1J,Family characteristics,Total number of census families in private households,,,,,,9785
M1J,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,3855
M1J,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,2515
M1J,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,2190
M1J,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,1225
M1J,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,9780
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,6920
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,6240
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1940
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,4300
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1510
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1775
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,1015
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,680
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,310
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,370
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,170
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,115
M1J,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,80
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,2865
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,2470
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,1320
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,760
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,390
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,390
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,285
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,70
M1J,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,40
M1J,Family characteristics,Total children in census families in private households,,,,,,13905
M1J,Family characteristics,Total children in census families in private households,Under six years of age,,,,,3130
M1J,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,4430
M1J,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1485
M1J,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,2665
M1J,Family characteristics,Total children in census families in private households,25 years and over,,,,,2190
M1J,Family characteristics,Average number of children at home per census family,,,,,,1.4
M1K,Family characteristics,Total number of census families in private households,,,,,,12995
M1K,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,5780
M1K,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,3360
M1K,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,2655
M1K,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,1195
M1K,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,12995
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,9375
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,8415
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,2980
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,5435
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,2180
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,2230
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,1025
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,960
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,520
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,440
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,235
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,150
M1K,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,60
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,3620
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,3075
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,1905
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,815
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,345
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,540
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,375
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,125
M1K,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,40
M1K,Family characteristics,Total children in census families in private households,,,,,,16255
M1K,Family characteristics,Total children in census families in private households,Under six years of age,,,,,3300
M1K,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,4910
M1K,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1820
M1K,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,3290
M1K,Family characteristics,Total children in census families in private households,25 years and over,,,,,2935
M1K,Family characteristics,Average number of children at home per census family,,,,,,1.3
M1L,Family characteristics,Total number of census families in private households,,,,,,8650
M1L,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,3470
M1L,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,2290
M1L,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,2030
M1L,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,855
M1L,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,8650
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,6740
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,6030
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1895
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,4140
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,1620
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1795
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,730
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,710
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,430
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,285
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,150
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,95
M1L,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,40
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1910
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1610
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,955
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,450
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,200
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,295
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,190
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,80
M1L,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,25
M1L,Family characteristics,Total children in census families in private households,,,,,,11190
M1L,Family characteristics,Total children in census families in private households,Under six years of age,,,,,2730
M1L,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,3555
M1L,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,1185
M1L,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,2145
M1L,Family characteristics,Total children in census families in private households,25 years and over,,,,,1580
M1L,Family characteristics,Average number of children at home per census family,,,,,,1.3
M1M,Family characteristics,Total number of census families in private households,,,,,,6265
M1M,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,2730
M1M,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1500
M1M,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1450
M1M,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,585
M1M,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,6265
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,,,,,4930
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,,,,4310
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,Without children at home,,,1565
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,,,2740
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,1 child,,990
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,2 children,,1245
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Married couples,With children at home,3 or more children,,510
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,,,,625
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,Without children at home,,,365
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,,,255
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,1 child,,140
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,2 children,,80
M1M,Family characteristics,Total number of census families in private households,Total couple families by family structure and number of children,Common-law couples,With children at home,3 or more children,,35
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,,,,,1335
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,,,,1110
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,1 child,,,640
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,2 children,,,325
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Female parent,3 or more children,,,150
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,,,,225
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,1 child,,,160
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,2 children,,,50
M1M,Family characteristics,Total number of census families in private households,Total lone-parent families by sex of parent and number of children,Male parent,3 or more children,,,20
M1M,Family characteristics,Total children in census families in private households,,,,,,7645
M1M,Family characteristics,Total children in census families in private households,Under six years of age,,,,,1300
M1M,Family characteristics,Total children in census families in private households,6 to 14 years,,,,,2350
M1M,Family characteristics,Total children in census families in private households,15 to 17 years,,,,,925
M1M,Family characteristics,Total children in census families in private households,18 to 24 years,,,,,1820
M1M,Family characteristics,Total children in census families in private households,25 years and over,,,,,1255
M1M,Family characteristics,Average number of children at home per census family,,,,,,1.2
M1N,Family characteristics,Total number of census families in private households,,,,,,5880
M1N,Family characteristics,Total number of census families in private households,Size of census family: 2 persons,,,,,2915
M1N,Family characteristics,Total number of census families in private households,Size of census family: 3 persons,,,,,1370
M1N,Family characteristics,Total number of census families in private households,Size of census family: 4 persons,,,,,1215
M1N,Family characteristics,Total number of census families in private households,Size of census family: 5 or more persons,,,,,375
