Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Ilocano,,,,140
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Indo-Iranian languages, n.i.e.",,,,40
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Italian,,,,230
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Japanese,,,,20
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Khmer (Cambodian),,,,0
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Korean,,,,115
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Kurdish,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Lao,,,,15
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Latvian,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Lingala,,,,25
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Lithuanian,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Macedonian,,,,95
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Malay,,,,45
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Malayalam,,,,185
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Maltese,,,,15
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Mandarin,,,,445
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Marathi,,,,40
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Nepali,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Niger-Congo languages, n.i.e.",,,,70
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Norwegian,,,,0
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Oromo,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Panjabi (Punjabi),,,,1185
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Pashto,,,,150
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Persian (Farsi),,,,545
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Polish,,,,160
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Portuguese,,,,160
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Romanian,,,,80
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Rundi (Kirundi),,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Russian,,,,40
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Rwanda (Kinyarwanda),,,,0
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Semitic languages, n.i.e.",,,,50
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Serbian,,,,20
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Serbo-Croatian,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Shanghainese,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Sign languages, n.i.e.",,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Sindhi,,,,50
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Sinhala (Sinhalese),,,,165
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Sino-Tibetan languages, n.i.e.",,,,0
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Slavic languages, n.i.e.",,,,0
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Slovak,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Slovenian,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Somali,,,,160
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Spanish,,,,595
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Swahili,,,,55
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Swedish,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,"Tagalog (Pilipino, Filipino)",,,,3540
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Taiwanese,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Tamil,,,,8910
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Telugu,,,,65
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Thai,,,,10
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Tibetan languages,,,,5
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Tigrigna,,,,40
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Turkish,,,,30
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Ukrainian,,,,20
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Urdu,,,,3065
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Vietnamese,,,,230
M1B,Detailed mother tongue,Single responses,Selected Aboriginal languages,Yiddish,,,,0
M1B,Detailed mother tongue,Single responses,Other languages,,,,,265
M1B,Detailed mother tongue,Multiple responses,,,,,,2975
M1B,Detailed mother tongue,Multiple responses,English and French,,,,,95
M1B,Detailed mother tongue,Multiple responses,English and non-official language,,,,,2730
M1B,Detailed mother tongue,Multiple responses,French and non-official language,,,,,90
M1B,Detailed mother tongue,Multiple responses,"English, French and non-official language",,,,,60
M1B,Knowledge of official languages,Knowledge of official languages - Total population excluding institutional residents,,,,,,66965
M1B,Knowledge of official languages,English only,,,,,,61410
M1B,Knowledge of official languages,French only,,,,,,80
M1B,Knowledge of official languages,English and French,,,,,,3000
M1B,Knowledge of official languages,Neither English nor French,,,,,,2480
M1B,First official language spoken,First official language spoken - Total population excluding institutional residents,,,,,,66960
M1B,First official language spoken,English,,,,,,63415
M1B,First official language spoken,French,,,,,,655
M1B,First official language spoken,English and French,,,,,,455
M1B,First official language spoken,Neither English nor French,,,,,,2435
M1B,First official language spoken,Official language minority (number),,,,,,885
M1B,First official language spoken,Official language minority (percentage),,,,,,1.3
M1B,Detailed language spoken most often at home,Detailed language spoken most often at home - Total population excluding institutional residents,,,,,,66965
M1B,Detailed language spoken most often at home,Single responses,,,,,,60120
M1B,Detailed language spoken most often at home,Single responses,English,,,,,40400
M1B,Detailed language spoken most often at home,Single responses,French,,,,,345
M1B,Detailed language spoken most often at home,Single responses,Non-official languages,,,,,19370
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Atikamekw,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Dene,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Innu/Montagnais,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Inuktitut,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Mi'kmaq,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Ojibway,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Oji-Cree,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected Aboriginal languages,Stoney,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,,,,,19260
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"African languages, n.i.e.",,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Afrikaans,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Akan (Twi),,,,35
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Albanian,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Amharic,,,,90
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Arabic,,,,230
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Armenian,,,,15
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Bantu languages, n.i.e.",,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Bengali,,,,355
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Berber languages (Kabyle),,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Bisayan languages,,,,45
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Bosnian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Bulgarian,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Burmese,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Cantonese,,,,1410
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Chinese, n.o.s.",,,,950
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Creoles,,,,50
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Croatian,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Czech,,,,90
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Danish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Dutch,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Estonian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Finnish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Flemish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Fukien,,,,15
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,German,,,,20
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Greek,,,,70
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Gujarati,,,,1275
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Hakka,,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Hebrew,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Hindi,,,,295
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Hungarian,,,,25
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Ilocano,,,,50
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",,,,20
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Italian,,,,90
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Japanese,,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Khmer (Cambodian),,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Korean,,,,80
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Kurdish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Lao,,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Latvian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Lingala,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Lithuanian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Macedonian,,,,60
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Malay,,,,15
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Malayalam,,,,75
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Maltese,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Mandarin,,,,380
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Marathi,,,,25
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Nepali,,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Niger-Congo languages, n.i.e.",,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Norwegian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Oromo,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Panjabi (Punjabi),,,,745
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Pashto,,,,95
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Persian (Farsi),,,,395
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Polish,,,,90
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Portuguese,,,,70
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Romanian,,,,45
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Rundi (Kirundi),,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Russian,,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Rwanda (Kinyarwanda),,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Semitic languages, n.i.e.",,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Serbian,,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Serbo-Croatian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Shanghainese,,,,10
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Sign languages, n.i.e.",,,,15
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Sindhi,,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Sinhala (Sinhalese),,,,50
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Sino-Tibetan languages, n.i.e.",,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Slavic languages, n.i.e.",,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Slovak,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Slovenian,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Somali,,,,95
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Spanish,,,,340
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Swahili,,,,20
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Swedish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",,,,1835
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Taiwanese,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Tamil,,,,7135
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Telugu,,,,30
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Thai,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Tibetan languages,,,,5
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Tigrigna,,,,35
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Turkish,,,,20
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Ukrainian,,,,0
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Urdu,,,,2075
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Vietnamese,,,,140
M1B,Detailed language spoken most often at home,Single responses,Selected non-Aboriginal languages,Yiddish,,,,0
M1B,Detailed language spoken most often at home,Single responses,Other languages,,,,,105
M1B,Detailed language spoken most often at home,Multiple responses,,,,,,6840
M1B,Detailed language spoken most often at home,Multiple responses,English and French,,,,,110
M1B,Detailed language spoken most often at home,Multiple responses,English and non-official language,,,,,6580
M1B,Detailed language spoken most often at home,Multiple responses,French and non-official language,,,,,40
M1B,Detailed language spoken most often at home,Multiple responses,"English, French and non-official language",,,,,105
M1B,Detailed other language spoken regularly at home,Detailed other language spoken regularly at home - Total population excluding institutional residents,,,,,,66965
M1B,Detailed other language spoken regularly at home,None,,,,,,50330
M1B,Detailed other language spoken regularly at home,Single responses,,,,,,16400
M1B,Detailed other language spoken regularly at home,Single responses,English,,,,,8655
M1B,Detailed other language spoken regularly at home,Single responses,French,,,,,385
M1B,Detailed other language spoken regularly at home,Single responses,Non-official languages,,,,,7360
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,,Atikamekw,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",Dene,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",Innu/Montagnais,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",Inuktitut,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",Mi'kmaq,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,"Cree, n.o.s.",Ojibway,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,Oji-Cree,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected Aboriginal languages,Stoney,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,,,,,7230
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,"African languages, n.i.e.",,,,15
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Afrikaans,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Akan (Twi),,,,35
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Albanian,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Amharic,,,,55
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Arabic,,,,205
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Armenian,,,,25
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,"Bantu languages, n.i.e.",,,,25
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Bengali,,,,95
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Berber languages (Kabyle),,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Bisayan languages,,,,45
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Bosnian,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Bulgarian,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Burmese,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Cantonese,,,,300
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,"Chinese, n.o.s.",,,,170
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Creoles,,,,110
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Croatian,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Czech,,,,15
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Danish,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Dutch,,,,10
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Estonian,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Finnish,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Flemish,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Flemish,Fukien,,,10
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,German,,,,60
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Greek,,,,65
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Gujarati,,,,400
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Hakka,,,,35
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Hebrew,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Hindi,,,,385
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Hungarian,,,,40
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Ilocano,,,,35
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",,,,20
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Italian,,,,90
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Japanese,,,,15
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Khmer (Cambodian),,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Korean,,,,25
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Kurdish,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Lao,,,,10
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Latvian,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Lingala,,,,15
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Lithuanian,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Macedonian,,,,30
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Malay,,,,10
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Malayalam,,,,80
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Maltese,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Mandarin,,,,75
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Marathi,,,,5
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Nepali,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,"Niger-Congo languages, n.i.e.",,,,35
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Norwegian,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Oromo,,,,0
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Panjabi (Punjabi),,,,330
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Pashto,,,,30
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Persian (Farsi),,,,110
M1B,Detailed other language spoken regularly at home,Single responses,Selected non-Aboriginal languages,Polish,,,,50
