Commodity_Classification,Commodity,Classification,County,Market,Date,Year,Month,Year_Month,WeekofYear,Year_Week,SupplyVolume,Retail,Wholesale,Unit
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,2021-05-24,2021,5,2021-05,21,2021-21,15000.0,30.0,27.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,35.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Kabarnet_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,30.0,50.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Marigat_Market,2021-05-24,2021,5,2021-05,21,2021-21,15000.0,35.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,2021-05-24,2021,5,2021-05,21,2021-21,15000.0,30.0,27.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Eldama_Ravine_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,2021-05-24,2021,5,2021-05,21,2021-21,600.0,40.0,25.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,24.0,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Kimilili_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,37.5,32.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,3600.0,24.0,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,2021-05-24,2021,5,2021-05,21,2021-21,45000.0,35.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kimilili_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,35.0,32.5,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,13500.0,28.0,26.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Kamukuywa_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,35.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,35.0,30.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,45.0,40.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,28.0,26.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,13500.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kimilili_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,37.5,35.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,35.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,37.5,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,630.0,40.0,30.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,40.0,35.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bungoma,Chwele_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,28.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Bungoma_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,35.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,26.0,24.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1500.0,32.5,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1500.0,30.0,24.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Port_Victoria_Market,2021-05-24,2021,5,2021-05,21,2021-21,500.0,55.0,45.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1200.0,28.0,24.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Nambale_Market,2021-05-24,2021,5,2021-05,21,2021-21,,37.5,33.33,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Nambale_Market,2021-05-24,2021,5,2021-05,21,2021-21,,35.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1500.0,24.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1200.0,28.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,2021-05-24,2021,5,2021-05,21,2021-21,540.0,32.5,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Port_Victoria_Market,2021-05-24,2021,5,2021-05,21,2021-21,200.0,50.0,83.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1200.0,28.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,32.5,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,35.0,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1200.0,28.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,2021-05-24,2021,5,2021-05,21,2021-21,540.0,35.0,24.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Busia,Amoni_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,28.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,,50.0,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,,45.0,35.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,7200.0,35.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,35.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,90.0,33.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,35.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,32.5,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,,35.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,90.0,28.0,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,32.5,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,7200.0,31.11,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,360.0,28.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,40.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,630.0,28.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,180.0,28.0,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,40.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,32.5,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,270.0,28.0,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,40.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,90.0,28.0,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,30.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,180.0,28.0,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,31.11,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,2021-05-24,2021,5,2021-05,21,2021-21,180.0,28.0,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,2021-05-24,2021,5,2021-05,21,2021-21,27000.0,35.0,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,10820.0,35.0,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,3000.0,80.0,29.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,2021-05-24,2021,5,2021-05,21,2021-21,8000.0,35.0,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,2000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,3000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,56.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,2000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,56.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,56.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,750.0,20.0,10.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,750.0,20.0,10.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,80.0,56.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,55.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,55.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,55.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,6000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,80.0,60.0,Kg
