CONTACT_ID,INTERACTION_DATE,INTERACTION_TYPE,SUBSTANTIVE_INTERACTION,INTERACTION_SUMMARY,AUTHOR_NAME
181204463,2023-06-28,Mail,0,Thanking Donor for Contribution,Etienne Reiach
181204463,2023-09-16,Mail,0,Volunteering,Etienne Reiach
181204463,2024-01-21,Phone,0,Philanthropic Interests,Etienne Reiach
181204474,2022-07-01,Email,0,Increasing Support,Sabina Embury
181204474,2022-09-21,Email,0,Increasing Support,Sabina Embury
181204474,2023-01-20,Mail,0,Increasing Support,Sabina Embury
181204474,2023-02-04,Email,0,Increasing Support,Sabina Embury
181204474,2023-10-16,ThankView,0,Increasing Support,Sabina Embury
181204474,2023-12-01,ThankView,0,Increasing Support,Sabina Embury
181204474,2024-03-24,Meeting - In Person,1,Increasing Support,Sabina Embury
181204474,2024-04-26,Text,0,Increasing Support,Sabina Embury
181204475,2022-12-25,ThankView,0,Increasing Support,Cindy Bandt
181204475,2023-03-22,ThankView,0,Increasing Support,Cindy Bandt
181204475,2023-07-14,Mail,0,Increasing Support,Cindy Bandt
181204475,2023-09-21,ThankView,0,Increasing Support,Cindy Bandt
181204475,2023-09-30,Mail,0,Increasing Support,Cindy Bandt
181204475,2023-10-12,Email,0,Increasing Support,Cindy Bandt
181204485,2023-10-01,Meeting - In Person,1,Exploring Affinity,Reggie Egginson
181204485,2024-05-28,Email,0,Thanking Donor for Contribution,Reggie Egginson
181204489,2024-03-16,Mail,0,Increasing Support,Sabina Embury
181204490,2022-07-17,Email,0,Increasing Support,Libbie Coll
181204490,2022-11-28,Phone,0,Increasing Support,Libbie Coll
181204490,2023-06-04,Mail,0,Increasing Support,Libbie Coll
181204490,2023-08-08,Phone,0,Increasing Support,Libbie Coll
181204490,2023-09-25,Email,0,Increasing Support,Libbie Coll
181204490,2023-11-03,Mail,0,Increasing Support,Libbie Coll
181204490,2023-11-29,Mail,0,Increasing Support,Libbie Coll
181204490,2024-01-16,Email,0,Increasing Support,Libbie Coll
181204490,2024-02-01,Email,0,Increasing Support,Libbie Coll
181204490,2024-04-08,Email,0,Increasing Support,Libbie Coll
181204501,2022-09-29,Meeting - In Person,1,Thanking Donor for Contribution,Cindy Bandt
181204501,2023-06-10,Text,0,Exploring Affinity,Cindy Bandt
181204501,2023-09-26,Phone,0,Volunteering,Cindy Bandt
181204501,2023-09-30,Phone,0,Philanthropic Interests,Cindy Bandt
181204501,2023-10-12,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181204501,2023-10-28,Meeting - In Person,1,Philanthropic Interests,Cindy Bandt
181204501,2024-04-22,Phone,0,Thanking Donor for Contribution,Cindy Bandt
181204501,2024-05-30,Phone,0,Volunteering,Cindy Bandt
181204543,2023-11-14,Text,0,Increasing Support,Libbie Coll
181204543,2024-05-02,ThankView,0,Increasing Support,Libbie Coll
181204556,2023-01-30,ThankView,0,Proposal Declined,Reggie Egginson
181204562,2023-09-14,Email,0,Checking In,Brnaby Misken
181204583,2023-09-07,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181204584,2023-10-20,Meeting - Virtual,1,Checking In,Cindy Bandt
181204584,2023-11-07,Meeting - In Person,1,Checking In,Cindy Bandt
181204594,2022-08-08,Meeting - In Person,1,Checking In,Sabina Embury
181204594,2022-09-24,Meeting - In Person,1,Checking In,Sabina Embury
181204594,2023-01-03,Email,0,Checking In,Sabina Embury
181204594,2023-02-08,Email,0,Checking In,Sabina Embury
181204594,2023-10-12,ThankView,0,Checking In,Sabina Embury
181204594,2023-11-07,Mail,0,Checking In,Sabina Embury
181204594,2023-11-08,Phone,0,Checking In,Sabina Embury
181204594,2024-04-02,Email,0,Checking In,Sabina Embury
181204602,2022-06-20,ThankView,0,Increasing Support,Josefina Arp
181204623,2022-09-28,Email,0,Increasing Support,Libbie Coll
181204623,2023-09-04,ThankView,0,Increasing Support,Libbie Coll
181204623,2023-11-17,Meeting - In Person,1,Increasing Support,Libbie Coll
181204623,2023-11-29,Mail,0,Increasing Support,Libbie Coll
181204623,2024-03-26,Email,0,Increasing Support,Libbie Coll
181204654,2023-05-17,Email,0,Thanking Donor for Contribution,Libbie Coll
181204654,2023-10-17,Email,0,Exploring Affinity,Libbie Coll
181204654,2023-11-22,ThankView,0,Thanking Donor for Contribution,Libbie Coll
181204654,2024-01-01,Email,0,Exploring Affinity,Libbie Coll
181204654,2024-05-23,Mail,0,Concerns with Leadership,Libbie Coll
181204655,2022-06-08,ThankView,0,Increasing Support,Libbie Coll
181204661,2022-12-21,Text,0,Checking In,Leonerd Klausen
181204661,2023-02-17,Mail,0,Checking In,Leonerd Klausen
181204661,2023-06-03,ThankView,0,Checking In,Leonerd Klausen
181204661,2023-09-01,Email,0,Checking In,Leonerd Klausen
181204661,2024-01-05,Phone,0,Checking In,Leonerd Klausen
181204661,2024-02-14,Meeting - In Person,1,Checking In,Leonerd Klausen
181204661,2024-03-21,Email,0,Checking In,Leonerd Klausen
181204661,2024-04-25,Email,0,Checking In,Leonerd Klausen
181204661,2024-05-18,ThankView,0,Checking In,Leonerd Klausen
181204661,2024-06-07,Email,0,Checking In,Leonerd Klausen
181204680,2023-08-15,Phone,0,Checking In,Brnaby Misken
181204680,2023-10-11,Email,0,Checking In,Brnaby Misken
181204703,2023-03-07,Event,0,Proposal Approved,Etienne Reiach
181204703,2023-08-21,Email,0,Proposal Approved,Etienne Reiach
181204703,2023-10-26,Email,0,Proposal Approved,Etienne Reiach
181204703,2024-03-28,Email,0,Proposal Approved,Etienne Reiach
181204715,2023-01-28,ThankView,0,Increasing Support,Sabina Embury
181204715,2023-05-25,Mail,0,Increasing Support,Sabina Embury
181204715,2023-09-30,Mail,0,Increasing Support,Sabina Embury
181204715,2023-11-01,ThankView,0,Increasing Support,Sabina Embury
181204715,2023-11-25,Email,0,Increasing Support,Sabina Embury
181204737,2023-10-20,Mail,0,Proposal Declined,Rodd Hanretty
181204754,2022-06-02,Mail,0,Increasing Support,Brnaby Misken
181204754,2023-04-06,Mail,0,Increasing Support,Brnaby Misken
181204754,2023-09-03,Meeting - In Person,1,Increasing Support,Brnaby Misken
181204754,2023-09-29,Email,0,Increasing Support,Brnaby Misken
181204754,2023-11-26,Text,0,Increasing Support,Brnaby Misken
181204788,2023-03-23,Mail,0,Checking In,Sabina Embury
181204788,2023-09-18,ThankView,0,Checking In,Sabina Embury
181204814,2022-08-31,Phone,0,Thanking Donor for Contribution,Cindy Bandt
181204814,2022-11-17,Phone,0,Concerns with Leadership,Cindy Bandt
181204814,2022-12-30,Email,0,Exploring Affinity,Cindy Bandt
181204814,2023-01-16,Mail,0,Exploring Affinity,Cindy Bandt
181204814,2023-11-26,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181204814,2024-04-01,Mail,0,Volunteering,Cindy Bandt
181204814,2024-05-14,Email,0,Thanking Donor for Contribution,Cindy Bandt
181204814,2024-05-28,Email,0,Volunteering,Cindy Bandt
181204814,2024-06-30,ThankView,0,Philanthropic Interests,Cindy Bandt
181204815,2022-11-14,Email,0,Volunteering,Brnaby Misken
181204815,2022-12-20,Event,0,Thanking Donor for Contribution,Brnaby Misken
181204815,2023-03-31,ThankView,0,Thanking Donor for Contribution,Brnaby Misken
181204815,2023-11-28,Phone,1,Philanthropic Interests,Brnaby Misken
181204823,2023-05-01,Email,0,Increasing Support,Kipp Anespie
181204823,2024-04-21,ThankView,0,Increasing Support,Kipp Anespie
181204830,2023-01-01,ThankView,0,Increasing Support,Brnaby Misken
181204831,2022-06-16,Email,0,Thanking Donor for Contribution,Leonerd Klausen
181204831,2022-09-19,Email,0,Philanthropic Interests,Leonerd Klausen
181204831,2022-12-06,Email,0,Philanthropic Interests,Leonerd Klausen
181204831,2023-04-06,Mail,0,Thanking Donor for Contribution,Leonerd Klausen
181204831,2023-06-27,Mail,0,Thanking Donor for Contribution,Leonerd Klausen
181204831,2023-08-09,Mail,0,Exploring Affinity,Leonerd Klausen
181204831,2023-09-16,Mail,0,Thanking Donor for Contribution,Leonerd Klausen
181204831,2023-09-24,Email,0,Philanthropic Interests,Leonerd Klausen
181204831,2023-10-05,ThankView,0,Philanthropic Interests,Leonerd Klausen
181204831,2023-10-28,ThankView,0,Philanthropic Interests,Leonerd Klausen
181204843,2022-08-13,Email,0,Interest in Major Gift,Sabina Embury
181204843,2023-10-02,Mail,0,Exploring Affinity,Sabina Embury
181204843,2023-10-18,ThankView,0,Concerns with Leadership,Sabina Embury
181204843,2024-04-18,Email,0,Exploring Affinity,Sabina Embury
181204843,2024-04-22,Mail,0,Thanking Donor for Contribution,Sabina Embury
181204843,2024-04-30,Phone,0,Volunteering,Sabina Embury
181204845,2022-09-11,Meeting - In Person,1,Philanthropic Interests,Josefina Arp
181204845,2024-01-15,Phone,0,Volunteering,Josefina Arp
181204847,2022-07-11,Email,0,Exploring Affinity,Josefina Arp
181204847,2022-08-26,ThankView,0,Exploring Affinity,Josefina Arp
181204871,2022-10-06,Phone,0,Thanking Donor for Contribution,Libbie Coll
181204871,2023-03-25,Email,0,Thanking Donor for Contribution,Libbie Coll
181204871,2023-09-02,ThankView,0,Philanthropic Interests,Libbie Coll
181204871,2023-10-10,Email,0,Concerns with Leadership,Libbie Coll
181204871,2023-12-09,Mail,0,Exploring Affinity,Libbie Coll
181204873,2023-09-03,Email,0,Increasing Support,Cindy Bandt
181204884,2023-06-26,Email,0,Checking In,Carmelina Simeon
181204893,2023-09-03,Email,0,Philanthropic Interests,Lurleen Gownge
181204919,2022-09-05,Email,0,Proposal Approved,Cindy Bandt
181204919,2022-09-12,ThankView,0,Proposal Approved,Cindy Bandt
181204950,2024-05-27,Mail,0,Checking In,Brnaby Misken
181204955,2023-10-08,Phone,0,Checking In,Rodd Hanretty
181204955,2023-11-15,Mail,0,Checking In,Rodd Hanretty
181204976,2023-01-03,Email,0,Philanthropic Interests,Rodd Hanretty
181204976,2023-11-03,Email,0,Exploring Affinity,Rodd Hanretty
181204982,2022-06-30,Mail,0,Exploring Affinity,Cindy Bandt
181204982,2022-08-06,Mail,0,Exploring Affinity,Cindy Bandt
181204982,2022-09-07,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181204982,2023-03-11,ThankView,0,Thanking Donor for Contribution,Cindy Bandt
181204982,2023-09-14,Email,0,Volunteering,Cindy Bandt
181204982,2023-10-09,Email,0,Thanking Donor for Contribution,Cindy Bandt
181204982,2023-11-10,Email,0,Exploring Affinity,Cindy Bandt
181204982,2023-12-07,Email,0,Exploring Affinity,Cindy Bandt
181204982,2023-12-11,ThankView,0,Philanthropic Interests,Cindy Bandt
181204984,2022-12-22,Phone,0,Exploring Affinity,Cindy Bandt
181204984,2023-01-16,Mail,0,Concerns with Leadership,Cindy Bandt
181204984,2023-05-15,ThankView,0,Philanthropic Interests,Cindy Bandt
181204984,2023-06-28,Meeting - In Person,1,Philanthropic Interests,Cindy Bandt
181204984,2023-09-15,Text,0,Exploring Affinity,Cindy Bandt
181204984,2023-10-05,Email,0,Exploring Affinity,Cindy Bandt
181204984,2023-11-14,Phone,0,Thanking Donor for Contribution,Cindy Bandt
181204984,2023-11-14,Phone,0,Philanthropic Interests,Cindy Bandt
181204984,2023-11-16,Mail,0,Thanking Donor for Contribution,Cindy Bandt
181204984,2024-02-28,ThankView,0,Philanthropic Interests,Cindy Bandt
181204999,2022-06-30,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181204999,2023-01-27,Mail,0,Philanthropic Interests,Sabina Embury
181204999,2023-03-29,Phone,0,Exploring Affinity,Sabina Embury
181204999,2023-05-17,Meeting - In Person,1,Thanking Donor for Contribution,Sabina Embury
181204999,2023-06-23,Email,0,Philanthropic Interests,Sabina Embury
181204999,2023-09-09,Mail,0,Exploring Affinity,Sabina Embury
181204999,2023-09-15,Email,0,Interest in Major Gift,Sabina Embury
181204999,2023-10-21,Email,0,Exploring Affinity,Sabina Embury
181204999,2024-04-15,Email,0,Philanthropic Interests,Sabina Embury
181204999,2024-05-01,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181205005,2023-09-09,Email,0,Philanthropic Interests,Sabina Embury
181205011,2022-10-17,Meeting - In Person,1,Increasing Support,Josefina Arp
181205020,2022-10-12,Email,0,Thanking Donor for Contribution,Sabina Embury
181205020,2022-12-17,Email,0,Philanthropic Interests,Sabina Embury
181205020,2023-06-21,Email,0,Exploring Affinity,Sabina Embury
181205020,2023-07-31,Mail,0,Exploring Affinity,Sabina Embury
181205020,2023-09-03,Email,0,Interest in Major Gift,Sabina Embury
181205020,2023-11-02,Mail,0,Thanking Donor for Contribution,Sabina Embury
181205020,2023-11-11,Phone,0,Thanking Donor for Contribution,Sabina Embury
181205020,2023-11-12,Mail,0,Exploring Affinity,Sabina Embury
181205020,2024-01-01,Meeting - In Person,1,Philanthropic Interests,Sabina Embury
181205020,2024-01-23,Social Media,0,Thanking Donor for Contribution,Sabina Embury
181205020,2024-03-18,Email,0,Thanking Donor for Contribution,Sabina Embury
181205020,2024-06-01,Event,0,Exploring Affinity,Sabina Embury
181205036,2022-06-17,Email,0,Proposal Approved,Cindy Bandt
181205036,2023-11-19,Email,0,Proposal Declined,Cindy Bandt
181205036,2023-11-25,ThankView,0,Proposal Approved,Cindy Bandt
181205036,2023-11-28,ThankView,0,Proposal Approved,Cindy Bandt
181205056,2023-09-14,ThankView,0,Increasing Support,Cindy Bandt
181205075,2024-03-20,Meeting - In Person,1,Checking In,Josefina Arp
181205088,2023-10-31,Phone,0,Proposal Approved,Sabina Embury
181205096,2022-07-12,Phone,0,Exploring Affinity,Reggie Egginson
181205096,2022-11-03,Email,0,Thanking Donor for Contribution,Reggie Egginson
181205096,2023-07-28,Email,0,Thanking Donor for Contribution,Reggie Egginson
181205096,2023-09-04,Mail,0,Exploring Affinity,Reggie Egginson
181205096,2023-09-07,Mail,0,Philanthropic Interests,Reggie Egginson
181205096,2023-09-20,Meeting - In Person,1,Exploring Affinity,Reggie Egginson
181205096,2023-11-26,Email,0,Volunteering,Reggie Egginson
181205096,2023-12-28,Mail,0,Exploring Affinity,Reggie Egginson
181205096,2024-06-26,Mail,0,Volunteering,Reggie Egginson
181205103,2022-07-08,Mail,0,Proposal Approved,Alfreda Priddis
181205132,2022-10-27,Meeting - In Person,1,Outreach,Cindy Bandt
181205132,2023-02-13,Text,0,Outreach,Cindy Bandt
181205132,2023-07-26,ThankView,0,Outreach,Cindy Bandt
181205132,2023-09-04,Phone,0,Outreach,Cindy Bandt
181205132,2023-09-15,Phone,0,Outreach,Cindy Bandt
181205132,2023-10-03,ThankView,0,Outreach,Cindy Bandt
181205132,2023-11-01,Mail,0,Outreach,Cindy Bandt
181205132,2023-11-26,Mail,0,Outreach,Cindy Bandt
181205132,2024-03-04,Email,0,Outreach,Cindy Bandt
181205132,2024-05-02,Mail,0,Outreach,Cindy Bandt
181205132,2024-05-19,Email,0,Outreach,Cindy Bandt
181205132,2024-05-21,Email,0,Outreach,Cindy Bandt
181205157,2024-04-21,Meeting - In Person,1,Proposal Approved,Etienne Reiach
181205161,2022-08-05,Phone,0,Philanthropic Interests,Cindy Bandt
181205161,2023-02-06,Phone,0,Volunteering,Cindy Bandt
181205161,2023-09-11,Mail,0,Exploring Affinity,Cindy Bandt
181205161,2023-09-30,Phone,0,Exploring Affinity,Cindy Bandt
181205161,2023-10-23,Email,0,Philanthropic Interests,Cindy Bandt
181205161,2024-03-31,Mail,0,Exploring Affinity,Cindy Bandt
181205203,2022-11-30,Email,0,Exploring Affinity,Sabina Embury
181205203,2022-12-16,Email,0,Volunteering,Sabina Embury
181205203,2023-05-08,Phone,0,Thanking Donor for Contribution,Sabina Embury
181205203,2023-06-28,ThankView,0,Thanking Donor for Contribution,Sabina Embury
181205203,2023-07-04,Phone,0,Thanking Donor for Contribution,Sabina Embury
181205210,2022-10-31,ThankView,0,Increasing Support,Sabina Embury
181205210,2023-09-11,ThankView,0,Increasing Support,Sabina Embury
181205218,2022-09-13,Mail,0,Exploring Affinity,Brnaba Donaghy
181205218,2023-10-26,Meeting - In Person,1,Interest in Major Gift,Brnaba Donaghy
181205219,2022-08-12,Event,0,Checking In,Leonerd Klausen
181205219,2023-03-13,Text,0,Checking In,Leonerd Klausen
181205219,2023-04-16,Email,0,Checking In,Leonerd Klausen
181205219,2023-09-02,ThankView,0,Checking In,Leonerd Klausen
181205219,2023-09-05,Meeting - In Person,1,Checking In,Leonerd Klausen
