_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
1073,Taylor Swift Friendship Bracelets,2024-09-13,,4:00 PM,5:00 PM,S. Walter Stewart,None,"Are you a Folklore fan or an Evermore enthusiast? Bring your besties and make a one-of-a-kind bracelet for each other. All supplies will be provided.<br /><br />All teens are welcome! Drop-in, no registration required.<br /><br />If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516959&R=EVT516959,516959,0,00-Hobbies Crafts & Games,01-TPL Teens,None,Teen,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/2A816794584F45B29A3F9ABB21AE68D6/Beading_2A816794584F45B29A3F9ABB21AE68D6.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/3B2A68DAD34D44A084F3AFB72537B416/Beading_3B2A68DAD34D44A084F3AFB72537B416.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/FBDCD1BF927C4437A2915D7B779C6AE0/Beading_FBDCD1BF927C4437A2915D7B779C6AE0.jpg""}",2024-08-20T18:26:51Z
1074,Crochet Club,2024-09-13,,4:00 PM,5:00 PM,Albion,None,"Join us in the Youth Hub to practice your crochet skills and complete fun projects! Crocheters of all experience levels are welcome. Yarn and hooks are provided, although teens are welcome to bring in their own materials if they wish. <br /><br />No registration is required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32480&R=EVT32480,516233,32480,01-TPL Teens,00-Hobbies Crafts & Games,None,Teen,None,None,None,None,None,None,None,None,None,2024-08-16T12:43:57Z
1075,Cozy Crochet,2024-09-13,,4:00 PM,6:00 PM,Parliament Street,Community Room,"Ever wanted to try crocheting but not sure where to start? Come to the Parliament Street Youth Hub to learn the basics with beginner friendly designs! All materials will be provided. Drop-in, no registration required.<br /><br />Age 13 - 17. Drop-in, no registration required.<br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516550&R=EVT516550,516550,0,01-TPL Teens,00-Hobbies Crafts & Games,None,Teen,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/57622C7914784AA1B220D26E115E8C27/Knit_or_crochet_57622C7914784AA1B220D26E115E8C27.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/6BDB2C675F614861869DB2B38F4D37E5/Knit_or_crochet_6BDB2C675F614861869DB2B38F4D37E5.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/254841CD7C704D4585389979A2776F4D/img/FC5E55AC537247E48DDF7ED8C484B864/Knit_or_crochet_FC5E55AC537247E48DDF7ED8C484B864.jpg""}",2024-08-19T12:45:46Z
1076,Cercle de conversation bilingue / Bilingual conversation circle (TRL),2024-09-13,,6:00 PM,7:30 PM,Toronto Reference Library,Discussion Room,"Le Programme Connexions Communautaires du <strong><a href=""https://www.centrefranco.org/"">Centre Francophone du Grand Toronto</a></strong> ainsi que la BibliothÃ¨que publique de Toronto vous invitent au prochain cercle de conversation bilingue qui aura lieu le 13 septembre de 18h Ã  19h30 Ã  la <strong><a href=""https://maps.app.goo.gl/SvhSEwtv7S6iHK6U9"">BibliothÃ¨que de rÃ©fÃ©rence</a></strong> dans la Salle de discussion au 3e Ã©tage.<br /><br />Les cercles de conversation bilingues constituent une bonne opportunitÃ© pour pratiquer votre anglais et/ou franÃ§ais. C'est aussi un moment d'Ã©change et de rÃ©seautage entre participants.<br /><br />Veuillez noter que les places sont limitÃ©es. Inscrivez-vous sur <strong><a href=""https://www.eventbrite.ca/e/cercle-de-conversation-bilinguebilingual-conversation-circle-trl-tickets-948960675927"">Eventbrite</a></strong> afin de confirmer votre participation.<br /><br />Pour plus d'informations sur les cercles de conversation bilingues, veuillez nous contacter Ã  programmesenfrancais@tpl.ca ou au 416-393-7085.<br /><br /> <br />La BibliothÃ¨que publique de Toronto s'est engagÃ©e Ã  assurer l'accessibilitÃ©. Veuillez nous appeler ou nous envoyer un courriel si vous Ãªtes sourd(e) ou avez un handicap et souhaitez demander des mesures d'adaptation pour participer Ã  ce programme. Veuillez nous en informer le plus tÃ´t possible et nous ferons de notre mieux pour rÃ©pondre Ã  votre demande. Un prÃ©avis d'au moins trois semaines est prÃ©fÃ©rable. Composez 416-393-7099 ou contactez-nous par courriel accessibleservices@tpl.ca.<br /><br />***<br /><br />The Community Connections Program of the <strong><a href=""https://www.centrefranco.org/"">Centre Francophone du Grand Toronto</a></strong> and the Toronto Public Library invite you to join the bilingual conversation circle which will take place on September 13 from 6:00 p.m. to 7:30 p.m. at the <strong><a href=""https://maps.app.goo.gl/SvhSEwtv7S6iHK6U9"">Reference Library</a></strong> in Discussion Room on the 3rd floor.<br /><br />Come join us for the bilingual conversation circle! The bilingual conversation circle is a good opportunity for French-speakers to practice English and for English-speakers to improve their French. It is a great chance to meet new people and to explore networking opportunities.<br /><br />The number of places is limited. Please register on <strong><a href=https://www.eventbrite.ca/e/cercle-de-conversation-bilinguebilingual-conversation-circle-trl-tickets-948960675927"">Eventbrite</a></strong>.<br /><br />For more details about the bilingual conversation circles, please contact us at programmesenfrancais@tpl.ca or 416-393-7085.<br /><br /> <br /><br />If you identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT513069&R=EVT513069,513069,0,01-Learning Circle,None,02-French,Adult,None,None,https://www.eventbrite.ca/e/cercle-de-conversation-bilinguebilingual-conversation-circle-trl-tickets-948960675927,Inscription / Registration,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/0EFA421354AF4ED6B2A7F73B7F3510CC/bonjour_0EFA421354AF4ED6B2A7F73B7F3510CC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/B2E613896172464DBAC6C58352B51AE2/bonjour_B2E613896172464DBAC6C58352B51AE2.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/B97E162CDB92466394E88631190A534A/bonjour_B97E162CDB92466394E88631190A534A.jpg""}",2024-07-16T11:45:17Z
1077,Adult Paint Night,2024-09-13,,6:00 PM,7:30 PM,Northern District,None,"Join us for a relaxing, guided, step-by-step lead class using acrylic paints to create your next masterpiece!<br /><br />Registration required and opens September 3, 2024.<br />Call Northern District Branch at 416-393-7610.<br /><br />If you live with a disability, and require an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone (416) 393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516420&R=EVT516420,516420,0,00-Hobbies Crafts & Games,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-08-17T09:53:01Z
1078,Stuffy Sleepover Storytime,2024-09-13,,6:30 PM,7:15 PM,S. Walter Stewart,None,"Come in your pajamas, bring a stuffed animal, and join us for an evening storytime! Then, leave your stuffy overnight for a sleepover at the library. Pick up your stuffy on Saturday afternoon to learn all about their adventures the night before!<br /><br />This is a registered program; space is limited. Register in branch or by calling 416-3963854. <br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT513057&R=EVT513057,513057,0,00-Reading Programs & Storytimes,None,None,Pre-School Children,School-Age Children,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-08-16T20:08:22Z
1079,Open Mic Night,2024-09-13,,6:30 PM,7:30 PM,Sanderson,Program Room - Main Floor,"Calling all musicians, poets, and storytellers to join us for an evening of sharing connection, and creativity. Acoustic guitars, ukuleles, and microphones, and amp will be available. All skill levels are welcome to attend.<br /><br />This is a drop in program, no registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32392&R=EVT32392,512135,32392,00-Culture Arts & Entertainment,None,None,Adult,None,None,None,None,None,None,None,None,None,2024-07-02T13:19:35Z
1080,Rachel Kushner: Creation Lake,2024-09-13,,7:00 PM,8:00 PM,Toronto Reference Library,Bram & Bluma Appel Salon,"Author Rachel Kushner, Booker Prize finalist, two time National Book Award finalist, and called ""one of the most gifted authors of her generation"" (The New York Times Book Review), joins us to discuss her new novel, Creation Lake, about a seductive and cunning American woman who infiltrates an anarchist collective in France. Recently longlisted for the 2024 Booker Prize! <br /><br />Written in short, vaulting sections, Rachel Kushner's rendition of ""noir"" is taut and dazzling. Creation Lake is Kushner's finest achievement yet as a novelist, a work of high art, high comedy, and unforgettable pleasure.<br /><br />In conversation with author Sheila Heti.<br /><br />Q&A and book signing to follow. Books available for purchase.<br /><br />Ticket registration for this event is required: Free tickets for this event are available to <a href=""https://www.eventbrite.ca/e/rachel-kushner-creation-lake-tickets-955770052957"">book via Eventbrite</a>.<br /><br />About this event's guests:<br /><a href=""https://rachelkushner.com/"">Rachel Kushner</a><br /><a href=""https://www.sheilaheti.com/"">Sheila Heti</a><br /><br />Read more:<br /><a href=""https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDM4539243&R=4539243"">Creation Lake</a><br /><a href=""https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDM4121856&R=4121856"">The Mayor of Leipzig</a><br /><a href=""https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDM3974533&R=3974533"">The Hard Crowd</a><br /><a href=""https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDM4164288&R=4164288"">Pure Colour</a><br /><a href=""https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDM2708262&R=2708262"">How Should A Person Be?</a><br /><br />***<br /><br />This event is part of our signature <a href=""https://www.torontopubliclibrary.ca/programs-and-classes/featured/salon-series/"">Salon Series</a>, where we host local and international authors, artists and thinkers in conversation about their new books and big ideas.<br /><br />***<br /><br />Note: This is an in-person event at <a href=""https://www.torontopubliclibrary.ca/using-the-library/appel-salon/"">The Bram and Bluma Appel Salon</a>, the premiere event space for Toronto Public Library's cultural and heritage programming, located on the second floor of the Toronto Reference Library (789 Yonge Street).<br /><br />Arrive early, meet people. The talk starts at 7 pm, but doors open at 6 pm. Come early so you can chat with your fellow literature lovers, and make new friends. As with all Appel Salon events, we'll have a bar with a selection of beer and wine, as well as snacks, available to purchase (only debit and credit cards accepted).<br /><br />Reminder! We oversell these events to make sure that the most people have an opportunity to attend. Tickets are only guaranteed until 15 minutes before the show starts, at which point we will start opening up available spots to the rush line.<br /><br />***<br /><br />Accessibility at Toronto Public Library:<br /><br />Toronto Public Library is committed to accessibility. Please call or email us if you are Deaf or have a disability and would like to request accommodation to participate in this program. Please let us know as far in advance as possible and we will do our best to meet your request. At least three weeks' notice is preferred. Phone 416-393-7099 or email accessibleservices@tpl.ca.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514016&R=EVT514016,514016,0,01-Salon Series,00-Author Talks & Lectures,None,Adult,None,None,https://tpl-rachel-kushner-creation-lake.eventbrite.ca,Reserve your free tickets here,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/06C914B5254D4B23940CCEE212F9CBE6/Sep_13_Rachel_Kushner_-_E_vents_600x740_06C914B5254D4B23940CCEE212F9CBE6.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/80F07B4B267E4C1693FEA7A51A75AD41/Sep_13_Rachel_Kushner_-_E_vents_600x740_80F07B4B267E4C1693FEA7A51A75AD41.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/2935B8EB75474B348A823586B4508430/img/871AC8665D6C41BAB5DDDC6A9206ED3E/Sep_13_Rachel_Kushner_-_E_vents_600x740_871AC8665D6C41BAB5DDDC6A9206ED3E.jpg""}",2024-08-19T09:53:57Z
1081,GIANT Board Games,2024-09-14,,All Day,All Day,Mimico Centennial,None,"Everyone's favourite board games get a whole lot more fun when they are super-sized.  Join us for a fun-filled day of GIANT board games!  Play your favourites or try something new! Brings your friends and family or meet new people at the library. Games available for use in the Children's area. <br /><br />Available games include: Snakes & Ladders, Checkers, Sorry, Cards, Uno, Chess, Tic-Tac-Toe, Chess, Connect 4, Feltro<br /><br /><br /> If you identify as a person with a disability or as a person who is Deaf, and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31819&R=EVT31819,504626,31819,00-Hobbies Crafts & Games,None,None,School-Age Children,Pre-School Children,None,None,None,None,None,None,None,None,2024-05-09T12:38:24Z
1082,Craft-urday,2024-09-14,,9:00 AM,4:30 PM,Jones,None,"Join us for a day of fun and crafts. Partake in a new and engaging craft every other Saturday from 9:30am-4:30pm. Drop-in. For pre-school and school-aged children and their caregivers. <br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance..",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31673&R=EVT31673,502844,31673,00-Hobbies Crafts & Games,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-06-26T10:36:24Z
1083,Knitting Circle,2024-09-14,,9:30 AM,10:30 AM,Port Union,Multipurpose Room,"Join Port Union's Knitting Circle. Chat and knit or crochet with a friendly group! You can also share your projects with others!  This is a drop in program but limited to a room capacity of 20 participants.  Arrive early to secure your spot.  No registration required.  <br /><br />If you identify as a person with a disability or a person who is Deaf, and require this information in an accessible format, or an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 or use the online form at tpl.ca/accessibility to make a request. Please contact us at least three weeks in advance",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31774&R=EVT31774,512747,31774,00-Hobbies Crafts & Games,None,None,Older Adult,Adult,Teen,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/3A0E2E66DC064B5195F48BD3131A180E/Knitting_Program_3A0E2E66DC064B5195F48BD3131A180E.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/442813ED949E4DF2863C5BB37C46A378/Knitting_Program_442813ED949E4DF2863C5BB37C46A378.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/D07F2AF99AAF455FA8BAC16411E85D23/img/F29B0CD25B7E4368A24DBF591BA7AE9D/Knitting_Program_F29B0CD25B7E4368A24DBF591BA7AE9D.jpg""}",2024-07-10T16:01:02Z
1084,Family Time,2024-09-14,,10:30 AM,11:00 AM,Wychwood,Children's Program Room,"Stories, songs, and rhymes for children aged 0-5 and their caregivers. <br /><br />Drop-in.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32609&R=EVT32609,515875,32609,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-15T13:30:05Z
1085,Saturday Family Time,2024-09-14,,10:30 AM,11:00 AM,Parkdale,None,"Join us for stories, songs and rhymes for the whole family. For <br />children birth to 5 years of age, with parents or caregivers. <br /><br /><br />Drop in. No registration required.<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7686. Please contact us at least three weeks in advance.<br /><br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32653&R=EVT32653,516672,32653,00-Culture Arts & Entertainment,None,None,Pre-School Children,All Children,None,None,None,None,None,None,None,None,2024-08-19T14:55:48Z
1086,Baby Time,2024-09-14,,10:30 AM,11:00 AM,Dawes Road,None,"Stories, songs and rhymes for children aged 0-18 months with their parents or caregivers on Saturday mornings.  <br /><br />Drop-in. No registration.<br /><br />If your child lives with a disability and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32625&R=EVT32625,516179,32625,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-16T10:56:07Z
1087,Family Time,2024-09-14,,10:30 AM,11:00 AM,Bloor/Gladstone,None,"Share some of the very best stories, rhymes, songs and verse! Learn how to lay a solid foundation for your child's future love of reading and learning. <br /><br />For children ages 0-5 and their caregivers.<br /><br />Family Time is an in-person program.  The number of participants is strictly limited to 40.  First come, first served.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31625&R=EVT31625,502108,31625,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-12T13:45:56Z
1088,Saturday Family Time,2024-09-14,,10:30 AM,11:00 AM,S. Walter Stewart,None,"Enjoy stories, songs and rhymes for children ages 0-5 with their parents and caregivers. <br /><br />Drop-in. <br /><br />If your child lives with a disability or is Deaf, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31697&R=EVT31697,503152,31697,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-05-29T15:26:39Z
1089,Family Time,2024-09-14,,10:30 AM,11:00 AM,Main Street,None,"Join us for stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers. <br /><br />Drop-in, registration is not required. This is a year-round program.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.                          <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31906&R=EVT31906,513393,31906,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-18T09:53:35Z
1090,Family Time,2024-09-14,,10:30 AM,11:00 AM,Cedarbrae,Auditorium (FCCR),"Join us Saturday mornings for stories, songs and rhymes for the whole family! For children with their parents or caregivers. Drop-in, Family<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. <br /><br />Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32486&R=EVT32486,516988,32486,00-Reading Programs & Storytimes,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-20T18:48:17Z
1091,Family Time,2024-09-14,,10:30 AM,11:00 AM,Richview,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31616&R=EVT31616,514699,31616,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:24:05Z
1092,Family Time,2024-09-14,,10:30 AM,11:00 AM,Lillian H. Smith,None,"Stories, songs, rhymes and activities for children ages 5 and under with their parents or caregivers. Drop-in.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32672&R=EVT32672,517043,32672,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-20T20:14:09Z
1093,Family Time,2024-09-14,,10:30 AM,11:00 AM,Albert Campbell,None,"Enjoy stories, songs and rhymes for children ages five and under with their parents or caregivers.<br /><br />Drop in at the Children's Area.  Families are welcome to stay and play after the program.<br /><br />If your child lives with a disability, and requires an accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31696&R=EVT31696,513479,31696,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-18T16:03:57Z
1094,Keyboarding for Kids,2024-09-14,,10:30 AM,12:00 PM,Maria A. Shchuka,Learning Centre,Typing is an essential skill for learning and fun! This two-day camp will introduce children to the proper keyboarding posture with games and lots of practice!<br /><br /><br />For kids ages 8-12. Registration required.<br />,https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32603&R=EVT32603,515785,32603,00-Computer & Library Training,None,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-14T15:03:47Z
1095,Family Time,2024-09-14,,10:30 AM,11:30 AM,Scarborough Civic Centre,None,"Join us for a fun Family Time of stories, songs and rhymes! Enjoy a craft or activity afterwards, too.<br /><br />For children ages 5 and under with their parents or caregivers.<br /><br />Drop-in. No registration required. <br /><br />***<br />If your child lives with a disability and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32650&R=EVT32650,516601,32650,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:19:02Z
1096,Family Time,2024-09-14,,10:30 AM,11:00 AM,Don Mills,Auditorium,"Stories, songs, rhymes and activities for children 5 years and under with their parents or caregivers. <br /><br />Drop-in. No registration required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32583&R=EVT32583,515581,32583,01-Ready for Reading Storytimes,00-Reading Programs & Storytimes,None,Pre-School Children,All Children,None,None,None,None,None,None,None,None,2024-08-13T16:07:57Z
1097,Family Time,2024-09-14,,10:45 AM,11:15 AM,Queen/Saulter,None,"Join us for stories, songs, and activities! Drop-in, no registration required.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31648&R=EVT31648,502451,31648,01-Ready for Reading Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-04-26T17:37:45Z
1098,Family Time,2024-09-14,,11:00 AM,11:30 AM,Albion,Auditorium,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers. Older siblings are welcome!<br /><br />Drop-in; no registration required.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br /><br />Storytime on August 10, 2024 is CANCELLED.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31867&R=EVT31867,515089,31867,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-08T11:23:37Z
1099,Cupcake Decorating with Chef Yumiko,2024-09-14,,11:00 AM,12:00 PM,St. Clair/Silverthorn,None,"In this workshop, Chef Yumiko Kobayashi will teach classic cupcake icing and decorating techniques. Participants will create two deliciously creative cupcakes.<br />(*contains gluten and dairy)<br />Ages 13-17 <br /><br />Register in branch or by phone.<br />416-393-7709<br /><br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT514922&R=EVT514922,514922,0,01-TPL Teens,None,None,Teen,None,None,None,None,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPA9udbUEmRDbbzfxromVn83yt0l2n2jZ_H_PTUjbZnVoINJ2cHsWFoW8I9BrzRlmt-KY&usqp=CAU,None,0,0,None,2024-08-16T15:35:00Z
