population,scenario,site,planting_date
p_1498,1,1,
p_1499,1,1,
p_1500,1,1,
p_1501,1,1,
p_1502,1,1,
p_1503,1,1,
p_1504,1,1,
p_1505,1,1,
p_1506,1,1,
p_1507,1,1,
p_1508,1,1,
p_1509,1,1,
p_1510,1,1,
p_1511,1,1,
p_1512,1,1,
p_1513,1,1,
p_1514,1,1,
p_1515,1,1,
p_1516,1,1,
p_1517,1,1,
p_1518,1,1,
p_1519,1,1,
p_1520,1,1,
p_1521,1,1,
p_1522,1,1,
p_1523,1,1,
p_1524,1,1,
p_1525,1,1,
p_1526,1,1,
p_1527,1,1,
p_1528,1,1,
p_1529,1,1,
p_1530,1,1,
p_1531,1,1,
p_1532,1,1,
p_1533,1,1,
p_1534,1,1,
p_1535,1,1,
p_1536,1,1,
p_1537,1,1,
p_1538,1,1,
p_1539,1,1,
p_1540,1,1,
p_1541,1,1,
p_1542,1,1,
p_1543,1,1,
p_1544,1,1,
p_1545,1,1,
p_1546,1,1,
p_1547,1,1,
p_1548,1,1,
p_1549,1,1,
p_1550,1,1,
p_1551,1,1,
p_1552,1,1,
p_1553,1,1,
p_1554,1,1,
p_1555,1,1,
p_1556,1,1,
p_1557,1,1,
p_1558,1,1,
p_1559,1,1,
p_1560,1,1,
p_1561,1,1,
p_1562,1,1,
p_1563,1,1,
p_1564,1,1,
p_1565,1,1,
p_1566,1,1,
p_1567,1,1,
p_1568,1,1,
p_1569,1,1,
p_1570,1,1,
p_1571,1,1,
p_1572,1,1,
p_1573,1,1,
p_1574,1,1,
p_1575,1,1,
p_1576,1,1,
p_1577,1,1,
p_1578,1,1,
p_1579,1,1,
p_1580,1,1,
p_1581,1,1,
p_1582,1,1,
p_1583,1,1,
p_1584,1,1,
p_1585,1,0,
p_1586,1,0,
p_1587,1,0,
p_1588,1,1,
p_1589,1,1,
p_1590,1,1,
p_1591,1,1,
p_1592,1,1,
p_1593,1,1,
p_1594,1,1,
p_1595,1,1,
p_1596,1,1,
p_1597,1,1,
p_1598,1,1,
p_1599,1,1,
p_1600,1,1,
p_1601,1,1,
p_1602,1,1,
p_1603,1,1,
p_1604,1,1,
p_1605,1,1,
p_1606,1,1,
p_1607,1,1,
p_1608,1,1,
p_1609,1,1,
p_1610,1,1,
p_1611,1,1,
p_1612,1,1,
p_1613,1,1,
p_1614,1,1,
p_1615,1,1,
p_1616,1,0,
p_1617,1,0,
p_1618,1,0,
p_1619,1,0,
p_1620,1,0,
p_1621,1,0,
p_1622,1,0,
p_1623,1,0,
p_1624,1,0,
p_1625,1,0,
p_1626,1,0,
p_1627,1,0,
p_1628,1,0,
p_1629,1,0,
p_1630,1,0,
p_1631,1,0,
p_1632,1,0,
p_1633,1,0,
p_1634,1,0,
p_1635,1,0,
p_1636,1,0,
p_1637,1,0,
p_1638,1,0,
p_1639,1,0,
p_1640,1,0,
p_1641,1,0,
p_1642,1,0,
p_1643,1,0,
p_1644,1,0,
p_1645,1,0,
p_1646,1,0,
p_1647,1,0,
p_1648,1,0,
p_1649,1,0,
p_1650,1,0,
p_1651,1,0,
p_1652,1,0,
p_1653,1,0,
p_1654,1,0,
p_1655,1,0,
p_1656,1,0,
p_1657,1,0,
p_1658,1,0,
p_1659,1,0,
p_1660,1,0,
p_1661,1,0,
p_1662,1,0,
p_1663,1,0,
p_1664,1,0,
p_1665,1,0,
p_1666,1,0,
p_1667,1,0,
p_1668,1,0,
p_1669,1,0,
p_1670,1,0,
p_1671,1,0,
p_1672,1,0,
p_1673,1,0,
p_1674,1,0,
p_1675,1,0,
p_1676,1,0,
p_1677,1,0,
p_1678,1,0,
p_1679,1,0,
p_1680,1,0,
p_1681,1,0,
p_1682,1,0,
p_1683,1,0,
p_1684,1,0,
p_1685,1,0,
p_1686,1,0,
p_1687,1,1,
p_1688,1,1,
p_1689,1,1,
p_1690,1,1,
p_1691,1,1,
p_1692,1,1,
p_1693,1,1,
p_1694,1,1,
p_1695,1,1,
p_1696,1,1,
p_1697,1,1,
p_1698,1,1,
p_1699,1,1,
p_1700,1,1,
p_1701,1,1,
p_1702,1,1,
p_1703,1,1,
p_1704,1,1,
p_1705,1,1,
p_1706,1,1,
p_1707,1,1,
p_1708,1,1,
p_1709,1,1,
p_1710,1,1,
p_1711,1,1,
p_1712,1,1,
p_1713,1,1,
p_1714,1,1,
p_1715,1,1,
p_1716,1,1,
p_1717,1,1,
p_1718,1,1,
p_1719,1,1,
p_1720,1,1,
p_1721,1,1,
p_1722,1,1,
p_1723,1,1,
p_1724,1,1,
p_1725,1,1,
p_1726,1,1,
p_1727,1,1,
p_1728,1,1,
p_1729,1,1,
p_1730,1,1,
p_1731,1,1,
p_1732,1,1,
p_1733,1,1,
p_1734,1,1,
p_1735,1,1,
p_1736,1,1,
p_1737,1,1,
p_1738,1,1,
p_1739,1,1,
p_1740,1,1,
p_1741,1,1,
p_1742,1,1,
p_1743,1,1,
p_1744,1,1,
p_1745,1,1,
p_1746,1,1,
p_1747,1,1,
p_1748,1,1,
p_1749,1,1,
p_1750,1,1,
p_1751,1,1,
p_1752,1,1,
p_1753,1,1,
p_1754,1,1,
p_1755,1,1,
p_1756,1,1,
p_1757,1,1,
p_1758,1,0,
p_1759,1,0,
p_1760,1,0,
p_1761,1,0,
p_1762,1,0,
p_1763,1,0,
p_1764,1,0,
p_1765,1,0,
p_1766,1,0,
p_1767,1,0,
p_1768,1,0,
p_1769,1,0,
p_1770,1,0,
p_1771,1,0,
p_1772,1,0,
p_1773,1,0,
p_1774,1,0,
p_1775,1,0,
p_1776,1,0,
p_1777,1,0,
p_1778,1,0,
p_1779,1,0,
p_1780,1,0,
p_1781,1,0,
p_1782,1,0,
p_1783,1,0,
p_1784,1,0,
p_1785,1,0,
p_1786,1,1,
p_1787,1,1,
p_1788,1,1,
p_1789,1,1,
p_1790,1,1,
p_1791,1,1,
p_1792,1,1,
p_1793,1,1,
p_1794,1,1,
p_1795,1,1,
p_1796,1,1,
p_1797,1,1,
p_1798,1,1,
p_1799,1,1,
p_1800,1,1,
p_1801,1,1,
p_1802,1,1,
p_1803,1,1,
p_1804,1,1,
p_1805,1,1,
p_1806,1,1,
p_1807,1,1,
p_1808,1,1,
p_1809,1,1,
p_1810,1,1,
p_1811,1,1,
p_1812,1,1,
p_1813,1,1,
p_1814,1,1,
p_1815,1,1,
p_1816,1,1,
p_1817,1,1,
p_1818,1,1,
p_1819,1,1,
p_1820,1,1,
p_1821,1,1,
p_1822,1,1,
p_1823,1,1,
p_1824,1,1,
p_1825,1,1,
p_1826,1,1,
p_1827,1,1,
p_1828,1,1,
p_1829,1,1,
p_1830,1,1,
p_1831,1,1,
p_1832,1,1,
p_1833,1,1,
p_1834,1,1,
p_1835,1,1,
p_1836,1,1,
p_1837,1,1,
p_1838,1,0,
p_1839,1,0,
p_1840,1,0,
p_1841,1,0,
p_1842,1,0,
p_1843,1,0,
p_1844,1,0,
p_1845,1,0,
p_1846,1,0,
p_1847,1,0,
p_1848,1,0,
p_1849,1,0,
p_1850,1,0,
p_1851,1,0,
p_1852,1,0,
p_1853,1,0,
p_1854,1,0,
p_1855,1,0,
p_1856,1,0,
p_1857,1,0,
p_1858,1,0,
p_1859,1,0,
p_1860,1,0,
p_1861,1,0,
p_1862,1,0,
p_1863,1,0,
p_1864,1,0,
p_1865,1,0,
p_1866,1,0,
p_1867,1,0,
p_1868,1,0,
p_1869,1,0,
p_1870,1,0,
p_1871,1,0,
p_1872,1,0,
p_1873,1,0,
p_1874,1,0,
p_1875,1,0,
p_1876,1,0,
p_1877,1,0,
p_1878,1,0,
p_1879,1,0,
p_1880,1,1,
p_1881,1,1,
p_1882,1,1,
p_1883,1,1,
p_1884,1,1,
p_1885,1,1,
p_1886,1,1,
p_1887,1,1,
p_1888,1,1,
p_1889,1,1,
p_1890,1,1,
p_1891,1,1,
p_1892,1,1,
p_1893,1,1,
p_1894,1,1,
p_1895,1,1,
p_1896,1,1,
p_1897,1,1,
p_1898,1,1,
p_1899,1,1,
p_1900,1,1,
p_1901,1,1,
p_1902,1,1,
p_1903,1,1,
p_1904,1,1,
p_1905,1,1,
p_1906,1,1,
p_1907,1,1,
p_1908,1,1,
p_1909,1,1,
p_1910,1,1,
p_1911,1,1,
p_1912,1,1,
p_1913,1,1,
p_1914,1,1,
p_1915,1,1,
p_1916,1,1,
p_1917,1,1,
p_1918,1,1,
p_1919,1,1,
p_1920,1,1,
p_1921,1,1,
p_1922,1,1,
p_1923,1,1,
p_1924,1,1,
p_1925,1,1,
p_1926,1,1,
p_1927,1,1,
p_1928,1,1,
p_1929,1,1,
p_1930,1,1,
p_1931,1,1,
p_1932,1,1,
p_1933,1,1,
p_1934,1,1,
p_1935,1,1,
p_1936,1,1,
p_1937,1,1,
p_1938,1,1,
p_1939,1,1,
p_1940,1,1,
p_1941,1,1,
p_1942,1,1,
p_1943,1,1,
p_1944,1,1,
p_1945,1,1,
p_1946,1,1,
p_1947,1,1,
p_1948,1,1,
p_1949,1,1,
p_1950,1,1,
p_1951,1,1,
p_1952,1,1,
p_1953,1,1,
p_1954,1,1,
p_1955,1,1,
p_1956,1,1,
p_1957,1,1,
p_1958,1,1,
p_1959,1,1,
p_1960,1,1,
p_1961,1,1,
p_1962,1,1,
p_1963,1,1,
p_1964,1,1,
p_1965,1,0,
p_1966,1,0,
p_1967,1,0,
p_1968,1,0,
p_1969,1,0,
p_1970,1,0,
p_1971,1,0,
p_1972,1,0,
p_1973,1,0,
p_1974,1,0,
p_1975,1,0,
p_1976,1,0,
p_1977,1,0,
p_1978,1,0,
p_1979,1,0,
p_1980,1,0,
p_1981,1,0,
p_1982,1,0,
p_1983,1,0,
p_1984,1,0,
p_1985,1,0,
p_1986,1,0,
p_1987,1,0,
p_1988,1,0,
p_1989,1,0,
p_1990,1,0,
p_1991,1,0,
p_1992,1,0,
p_1993,1,0,
p_1994,1,0,
p_1995,1,0,
p_1996,1,0,
p_1997,1,0,
p_1998,1,0,
p_1999,1,0,
p_2000,1,0,
p_2001,1,0,
p_2002,1,0,
p_2003,1,0,
p_2004,1,0,
p_2005,1,0,
p_2006,1,0,
p_2007,1,0,
p_2008,1,0,
p_2009,1,0,
p_2010,1,0,
p_2011,1,0,
p_2012,1,0,
p_2013,1,0,
p_2014,1,0,
p_2015,1,0,
p_2016,1,0,
p_2017,1,0,
p_2018,1,0,
p_2019,1,0,
p_2020,1,0,
p_2021,1,0,
p_2022,1,0,
p_2023,1,0,
p_2024,1,0,
p_2025,1,0,
p_2026,1,0,
p_2027,1,0,
p_2028,1,0,
p_2029,1,0,
p_2030,1,0,
p_2031,1,0,
p_2032,1,0,
p_2033,1,0,
p_2034,1,0,
p_2035,1,0,
p_2036,1,0,
p_2037,1,0,
p_2038,1,0,
p_2039,1,0,
p_2040,1,0,
p_2041,1,0,
p_2042,1,0,
p_2043,1,0,
p_2044,1,0,
p_2045,1,0,
p_2046,1,0,
p_2047,1,0,
p_2048,1,0,
p_2049,1,0,
p_2050,1,0,
p_2051,1,0,
p_2052,1,0,
p_2053,1,0,
p_2054,1,0,
p_2055,1,0,
p_2056,1,0,
p_2057,1,0,
p_2058,1,0,
p_2059,1,0,
p_2060,1,0,
p_2061,1,0,
p_2062,1,0,
p_2063,1,0,
p_2064,1,0,
p_2065,1,0,
p_2066,1,0,
p_2067,1,0,
p_2068,1,0,
p_2069,1,0,
p_2070,1,0,
p_2071,1,0,
p_2072,1,0,
p_2073,1,0,
p_2074,1,0,
p_2075,1,0,
p_2076,1,0,
p_2077,1,0,
p_2078,1,0,
p_2079,1,0,
p_2080,1,0,
p_2081,1,0,
p_2082,1,0,
p_2083,1,0,
p_2084,1,0,
p_2085,1,0,
p_2086,1,0,
p_2087,1,0,
p_2088,1,0,
p_2089,1,0,
p_2090,1,0,
p_2091,1,0,
p_2092,1,0,
p_2093,1,0,
p_2094,1,0,
p_2095,1,0,
p_2096,1,0,
p_2097,1,0,
p_2098,1,0,
p_2099,1,0,
p_2100,1,1,
p_2101,1,1,
p_2102,1,1,
p_2103,1,1,
p_2104,1,1,
p_2105,1,1,
p_2106,1,1,
p_2107,1,1,
p_2108,1,1,
p_2109,1,1,
p_2110,1,1,
p_2111,1,1,
p_2112,1,1,
p_2113,1,1,
p_2114,1,1,
p_2115,1,1,
p_2116,1,1,
p_2117,1,1,
p_2118,1,1,
p_2119,1,1,
p_2120,1,1,
p_2121,1,1,
p_2122,1,1,
p_2123,1,1,
p_2124,1,1,
p_2125,1,1,
p_2126,1,1,
p_2127,1,1,
p_2128,1,1,
p_2129,1,1,
p_2130,1,1,
p_2131,1,1,
p_2132,1,1,
p_2133,1,1,
p_2134,1,1,
p_2135,1,1,
p_2136,1,1,
p_2137,1,1,
p_2138,1,1,
p_2139,1,1,
p_2140,1,1,
p_2141,1,1,
p_2142,1,1,
p_2143,1,1,
p_2144,1,1,
p_2145,1,1,
p_2146,1,1,
p_2147,1,1,
p_2148,1,1,
p_2149,1,1,
p_2150,1,1,
p_2151,1,1,
p_2152,1,1,
p_2153,1,1,
p_2154,1,1,
p_2155,1,1,
p_2156,1,1,
p_2157,1,1,
p_2158,1,1,
p_2159,1,1,
p_2160,1,1,
p_2161,1,1,
p_2162,1,1,
p_2163,1,1,
p_2164,1,1,
p_2165,1,1,
p_2166,1,1,
p_2167,1,1,
p_2168,1,1,
p_2169,1,1,
p_2170,1,1,
p_2171,1,1,
p_2172,1,1,
p_2173,1,1,
p_2174,1,1,
p_2175,1,1,
p_2176,1,1,
p_2177,1,1,
p_2178,1,1,
p_2179,1,1,
p_2180,1,1,
p_2181,1,1,
p_2182,1,1,
p_2183,1,1,
p_2184,1,1,
p_2185,1,1,
p_2186,1,1,
p_2187,1,1,
p_2188,1,1,
p_2189,1,1,
p_2190,1,1,
p_2191,1,0,
p_2192,1,0,
p_2193,1,0,
p_2194,1,0,
p_2195,1,0,
p_2196,1,0,
p_2197,1,0,
p_2198,1,0,
p_2199,1,0,
p_2200,1,0,
p_2201,1,0,
p_2202,1,0,
p_2203,1,0,
p_2204,1,0,
p_2205,1,0,
p_2206,1,0,
p_2207,1,0,
p_2208,1,0,
p_2209,1,0,
p_2210,1,0,
p_2211,1,0,
p_2212,1,0,
p_2213,1,0,
p_2214,1,0,
p_2215,1,0,
p_2216,1,0,
p_2217,1,0,
p_2218,1,0,
p_2219,1,0,
p_2220,1,0,
p_2221,1,0,
p_2222,1,0,
p_2223,1,0,
p_2224,1,0,
p_2225,1,0,
p_2226,1,0,
p_2227,1,0,
p_2228,1,0,
p_2229,1,0,
p_2230,1,0,
p_2231,1,0,
p_2232,1,0,
p_2233,1,0,
p_2234,1,0,
p_2235,1,0,
p_2236,1,0,
p_2237,1,0,
p_2238,1,0,
p_2239,1,0,
p_2240,1,0,
p_2241,1,0,
p_2242,1,0,
p_2243,1,0,
p_2244,1,0,
p_2245,1,0,
p_2246,1,0,
p_2247,1,0,
p_2248,1,0,
p_2249,1,0,
p_2250,1,0,
p_2251,1,0,
p_2252,1,0,
p_2253,1,0,
p_2254,1,0,
p_2255,1,0,
p_2256,1,0,
p_2257,1,0,
p_2258,1,0,
p_2259,1,0,
p_2260,1,0,
p_2261,1,0,
p_2262,1,0,
p_2263,1,0,
p_2264,1,0,
p_2265,1,0,
p_2266,1,0,
p_2267,1,0,
p_2268,1,0,
p_2269,1,0,
p_2270,1,0,
p_2271,1,0,
p_2272,1,0,
p_2273,1,0,
p_2274,1,0,
p_2275,1,0,
p_2276,1,0,
p_2277,1,0,
p_2278,1,0,
p_2279,1,0,
p_2280,1,0,
p_2281,1,1,
p_2282,1,1,
p_2283,1,1,
p_2284,1,1,
p_2285,1,1,
p_2286,1,1,
p_2287,1,1,
p_2288,1,1,
p_2289,1,1,
p_2290,1,1,
p_2291,1,1,
p_2292,1,1,
p_2293,1,1,
p_2294,1,1,
p_2295,1,1,
p_2296,1,1,
p_2297,1,1,
p_2298,1,1,
p_2299,1,1,
p_2300,1,1,
p_2301,1,1,
p_2302,1,1,
p_2303,1,1,
p_2304,1,1,
p_2305,1,1,
p_2306,1,1,
p_2307,1,1,
p_2308,1,1,
p_2309,1,1,
p_2310,1,1,
p_2311,1,1,
p_2312,1,1,
p_2313,1,1,
p_2314,1,1,
p_2315,1,1,
p_2316,1,1,
p_2317,1,1,
p_2318,1,1,
p_2319,1,1,
p_2320,1,1,
p_2321,1,1,
p_2322,1,1,
p_2323,1,1,
p_2324,1,1,
p_2325,1,1,
p_2326,1,1,
p_2327,1,1,
p_2328,1,1,
p_2329,1,1,
p_2330,1,1,
p_2331,1,1,
p_2332,1,1,
p_2333,1,1,
p_2334,1,1,
p_2335,1,1,
p_2336,1,1,
p_2337,1,1,
p_2338,1,1,
p_2339,1,1,
p_2340,1,1,
p_2341,1,1,
p_2342,1,0,
p_2343,1,0,
p_2344,1,0,
p_2345,1,0,
p_2346,1,0,
p_2347,1,0,
p_2348,1,0,
p_2349,1,0,
p_2350,1,0,
p_2351,1,0,
p_2352,1,0,
p_2353,1,0,
p_2354,1,0,
p_2355,1,0,
p_2356,1,0,
p_2357,1,0,
p_2358,1,0,
p_2359,1,0,
p_2360,1,0,
p_2361,1,0,
p_2362,1,0,
p_2363,1,0,
p_2364,1,0,
p_2365,1,0,
p_2366,1,0,
p_2367,1,0,
p_2368,1,0,
p_2369,1,0,
p_2370,1,0,
p_2371,1,0,
p_2372,1,0,
p_2373,1,0,
p_2374,1,0,
p_2375,1,0,
p_2376,1,0,
p_2377,1,0,
p_2378,1,0,
p_2379,1,0,
p_2380,1,0,
p_2381,1,0,
p_2382,1,0,
p_2383,1,0,
p_2384,1,0,
p_2385,1,0,
p_2386,1,0,
p_2387,1,0,
p_2388,1,0,
p_2389,1,0,
p_2390,1,0,
p_2391,1,0,
p_2392,1,0,
p_2393,1,0,
p_2394,1,0,
p_2395,1,0,
p_2396,1,0,
p_2397,1,0,
p_2398,1,0,
p_2399,1,0,
p_2400,1,0,
p_2401,1,0,
p_2402,1,0,
p_2403,1,0,
p_2404,1,0,
p_2405,1,1,
p_2406,1,1,
p_2407,1,1,
p_2408,1,1,
p_2409,1,1,
p_2410,1,1,
p_2411,1,1,
p_2412,1,1,
p_2413,1,1,
p_2414,1,1,
p_2415,1,1,
p_2416,1,1,
p_2417,1,1,
p_2418,1,1,
p_2419,1,1,
p_2420,1,1,
p_2421,1,1,
p_2422,1,1,
p_2423,1,1,
p_2424,1,1,
p_2425,1,1,
p_2426,1,1,
p_2427,1,1,
p_2428,1,1,
p_2429,1,1,
p_2430,1,1,
p_2431,1,1,
p_2432,1,1,
p_2433,1,1,
p_2434,1,1,
p_2435,1,1,
p_2436,1,1,
p_2437,1,1,
p_2438,1,1,
p_2439,1,1,
p_2440,1,1,
p_2441,1,1,
p_2442,1,1,
p_2443,1,1,
p_2444,1,1,
p_2445,1,1,
p_2446,1,1,
p_2447,1,1,
p_2448,1,1,
p_2449,1,1,
p_2450,1,1,
p_2451,1,1,
p_2452,1,1,
p_2453,1,1,
p_2454,1,1,
p_2455,1,1,
p_2456,1,1,
p_2457,1,1,
p_2458,1,1,
p_2459,1,1,
p_2460,1,1,
p_2461,1,1,
p_2462,1,1,
p_2463,1,1,
p_2464,1,1,
p_2465,1,1,
p_2466,1,1,
p_2467,1,1,
p_2468,1,1,
p_2469,1,1,
p_2470,1,0,
p_2471,1,0,
p_2472,1,0,
p_2473,1,0,
p_2474,1,0,
p_2475,1,0,
p_2476,1,0,
p_2477,1,0,
p_2478,1,0,
p_2479,1,0,
p_2480,1,0,
p_2481,1,0,
p_2482,1,0,
p_2483,1,0,
p_2484,1,0,
p_2485,1,0,
p_2486,1,0,
p_2487,1,0,
p_2488,1,0,
p_2489,1,0,
p_2490,1,0,
p_2491,1,0,
p_2492,1,0,
p_2493,1,0,
p_2494,1,0,
p_2495,1,0,
p_2496,1,0,
p_2497,1,0,
p_2498,1,0,
p_2499,1,0,
p_2500,1,0,
p_2501,1,0,
p_2502,1,0,
p_2503,1,0,
p_2504,1,0,
p_2505,1,0,
p_2506,1,0,
p_2507,1,0,
p_2508,1,0,
p_2509,1,0,
p_2510,1,0,
p_2511,1,0,
p_2512,1,0,
p_2513,1,0,
p_2514,1,0,
p_2515,1,0,
p_2516,1,0,
p_2517,1,0,
p_2518,1,0,
p_2519,1,0,
p_2520,1,0,
p_2521,1,0,
p_2522,1,0,
p_2523,1,0,
p_2524,1,0,
p_2525,1,0,
p_2526,1,1,
p_2527,1,1,
p_2528,1,1,
p_2529,1,1,
p_2530,1,1,
p_2531,1,1,
p_2532,1,1,
p_2533,1,1,
p_2534,1,0,
p_2535,1,0,
p_2536,1,0,
p_2537,1,0,
p_2538,1,0,
p_2539,1,0,
p_2540,1,0,
p_2541,1,0,
p_2542,1,0,
p_2543,1,0,
p_2544,1,0,
p_2545,1,0,
p_2546,1,0,
p_2547,1,0,
p_2548,1,0,
p_2549,1,0,
p_2550,1,0,
p_2551,1,0,
p_2552,1,0,
p_2553,1,0,
p_2554,1,0,
p_2555,1,0,
p_2556,1,0,
p_2557,1,0,
p_2558,1,0,
p_2559,1,0,
p_2560,1,0,
p_2561,1,0,
p_2562,1,0,
p_2563,1,0,
p_2564,1,0,
p_2565,1,0,
p_2566,1,0,
p_2567,1,0,
p_2568,1,0,
p_2569,1,0,
p_1,2,1,
p_2,2,1,
p_3,2,1,
p_4,2,1,
p_5,2,1,
p_6,2,1,
p_7,2,1,
p_8,2,1,
p_9,2,1,
p_10,2,1,
p_11,2,1,
p_12,2,1,
p_13,2,1,
p_14,2,1,
p_15,2,1,
p_16,2,1,
p_17,2,1,
p_18,2,1,
p_19,2,1,
p_20,2,1,
p_21,2,1,
p_22,2,1,
p_23,2,1,
p_24,2,1,
p_25,2,1,
p_26,2,1,
p_27,2,1,
p_28,2,1,
p_29,2,1,
p_30,2,1,
p_31,2,1,
p_32,2,1,
p_33,2,1,
p_34,2,1,
p_35,2,1,
p_36,2,1,
p_37,2,1,
p_38,2,1,
p_39,2,1,
p_40,2,1,
p_41,2,1,
p_42,2,1,
p_43,2,1,
p_44,2,1,
p_45,2,1,
p_46,2,1,
p_47,2,1,
p_48,2,1,
p_49,2,1,
p_50,2,1,
p_51,2,1,
p_52,2,1,
p_53,2,1,
p_54,2,1,
p_55,2,1,
p_56,2,0,
p_57,2,0,
p_58,2,0,
p_59,2,0,
p_60,2,0,
p_61,2,0,
p_62,2,0,
p_63,2,0,
p_64,2,0,
p_65,2,0,
p_66,2,0,
p_67,2,0,
p_68,2,0,
p_69,2,0,
p_70,2,0,
p_71,2,0,
p_72,2,1,
p_73,2,1,
p_74,2,1,
p_75,2,1,
p_76,2,1,
p_77,2,1,
p_78,2,1,
p_79,2,1,
p_80,2,1,
p_81,2,1,
p_82,2,1,
p_83,2,1,
p_84,2,1,
p_85,2,1,
p_86,2,1,
p_87,2,1,
p_88,2,1,
p_89,2,1,
p_90,2,1,
p_91,2,1,
p_92,2,1,
p_93,2,1,
p_94,2,1,
p_95,2,1,
p_96,2,1,
p_97,2,1,
p_98,2,1,
p_99,2,1,
p_100,2,1,
p_101,2,1,
p_102,2,1,
p_103,2,1,
p_104,2,1,
p_105,2,1,
p_106,2,1,
p_107,2,1,
p_108,2,1,
p_109,2,1,
p_110,2,1,
p_111,2,1,
p_112,2,1,
p_113,2,0,
p_114,2,0,
p_115,2,0,
p_116,2,0,
p_117,2,0,
p_118,2,0,
p_119,2,0,
p_120,2,0,
p_121,2,0,
p_122,2,0,
p_123,2,0,
p_124,2,0,
p_125,2,0,
p_126,2,0,
p_127,2,0,
p_128,2,0,
p_129,2,0,
p_130,2,0,
p_131,2,0,
p_132,2,0,
p_133,2,0,
p_134,2,0,
p_135,2,0,
p_136,2,0,
p_137,2,0,
p_138,2,0,
p_139,2,0,
p_140,2,0,
p_141,2,0,
p_142,2,0,
p_143,2,0,
p_144,2,0,
p_145,2,0,
p_146,2,0,
p_147,2,0,
p_148,2,0,
p_149,2,0,
p_150,2,0,
p_151,2,0,
p_152,2,0,
p_153,2,0,
p_154,2,0,
p_155,2,0,
p_156,2,0,
p_157,2,0,
p_158,2,0,
p_159,2,0,
p_160,2,0,
p_161,2,0,
p_162,2,0,
p_163,2,0,
p_164,2,0,
p_165,2,0,
p_166,2,0,
p_167,2,0,
p_168,2,0,
p_169,2,0,
p_170,2,0,
p_171,2,0,
p_172,2,0,
p_173,2,0,
p_174,2,0,
p_175,2,0,
p_176,2,0,
p_177,2,0,
p_178,2,0,
p_179,2,0,
p_180,2,0,
p_181,2,0,
p_182,2,0,
p_183,2,0,
p_184,2,0,
p_185,2,0,
p_186,2,0,
p_187,2,0,
p_188,2,0,
p_189,2,0,
p_190,2,0,
p_191,2,0,
p_192,2,0,
p_193,2,0,
p_194,2,0,
p_195,2,0,
p_196,2,0,
p_197,2,0,
p_198,2,0,
p_199,2,0,
p_200,2,0,
p_201,2,0,
p_202,2,0,
p_203,2,0,
p_204,2,0,
p_205,2,0,
p_206,2,0,
p_207,2,0,
p_208,2,0,
p_209,2,0,
p_210,2,0,
p_211,2,0,
p_212,2,0,
p_213,2,0,
p_214,2,0,
p_215,2,0,
p_216,2,0,
p_217,2,0,
p_218,2,0,
p_219,2,0,
p_220,2,0,
p_221,2,0,
p_222,2,0,
p_223,2,0,
p_224,2,0,
p_225,2,0,
p_226,2,0,
p_227,2,0,
p_228,2,0,
p_229,2,0,
p_230,2,0,
p_231,2,0,
p_232,2,0,
p_233,2,0,
p_234,2,0,
p_235,2,0,
p_236,2,0,
p_237,2,0,
p_238,2,0,
p_239,2,0,
p_240,2,0,
p_241,2,0,
p_242,2,0,
p_243,2,0,
p_244,2,0,
p_245,2,0,
p_246,2,0,
p_247,2,0,
p_248,2,0,
p_249,2,0,
p_250,2,0,
p_251,2,0,
p_252,2,0,
p_253,2,0,
p_254,2,0,
p_255,2,0,
p_256,2,0,
p_257,2,0,
p_258,2,0,
p_259,2,0,
p_260,2,0,
p_261,2,0,
p_262,2,0,
p_263,2,0,
p_264,2,0,
p_265,2,0,
p_266,2,0,
p_267,2,0,
p_268,2,0,
p_269,2,0,
p_270,2,0,
p_271,2,0,
p_272,2,0,
p_273,2,0,
p_274,2,0,
p_275,2,0,
p_276,2,0,
p_277,2,0,
p_278,2,0,
p_279,2,0,
p_280,2,0,
p_281,2,0,
p_282,2,0,
p_283,2,0,
p_284,2,0,
p_285,2,0,
p_286,2,0,
p_287,2,0,
p_288,2,0,
p_289,2,0,
p_290,2,0,
p_291,2,0,
p_292,2,0,
p_293,2,0,
p_294,2,0,
p_295,2,0,
p_296,2,0,
p_297,2,0,
p_298,2,0,
p_299,2,0,
p_300,2,0,
p_301,2,0,
p_302,2,0,
p_303,2,0,
p_304,2,0,
p_305,2,0,
p_306,2,0,
p_307,2,0,
p_308,2,0,
p_309,2,0,
p_310,2,0,
p_311,2,0,
p_312,2,0,
p_313,2,0,
p_314,2,0,
p_315,2,0,
p_316,2,0,
p_317,2,0,
p_318,2,0,
p_319,2,0,
p_320,2,0,
p_321,2,0,
p_322,2,0,
p_323,2,0,
p_324,2,0,
p_325,2,0,
p_326,2,0,
p_327,2,0,
p_328,2,0,
p_329,2,0,
p_330,2,0,
p_331,2,0,
p_332,2,0,
p_333,2,0,
p_334,2,0,
p_335,2,0,
p_336,2,0,
p_337,2,0,
p_338,2,0,
p_339,2,0,
p_340,2,0,
p_341,2,0,
p_342,2,0,
p_343,2,0,
p_344,2,0,
p_345,2,0,
p_346,2,0,
p_347,2,0,
p_348,2,0,
p_349,2,0,
p_350,2,1,
p_351,2,1,
p_352,2,1,
p_353,2,1,
p_354,2,1,
p_355,2,1,
p_356,2,1,
p_357,2,1,
p_358,2,1,
p_359,2,1,
p_360,2,1,
p_361,2,1,
p_362,2,1,
p_363,2,1,
