date,site_0,site_1
2010-04-20,10.023532,12.064525
2010-04-21,9.40395,13.08494
2010-04-22,9.048948,12.835358
2010-04-23,8.789366,12.586191
2010-04-24,8.791032,12.997441
2010-04-25,8.306866,12.9647875
2010-04-26,7.9768662,12.926608
2010-04-27,7.56145,13.471191
2010-04-28,8.733949,12.395357
2010-04-29,8.731449,11.60869
2010-04-30,9.927282,11.206607
2010-05-01,10.480201,10.970774
2010-05-02,10.067282,11.160357
2010-05-03,9.5989485,12.69744
2010-05-04,9.026866,13.8213005
2010-05-05,9.339365,12.707441
2010-05-06,8.770199,11.370775
2010-05-07,7.948533,12.796607
2010-05-08,7.7639494,12.842442
2010-05-09,7.657283,12.410358
2010-05-10,7.7010317,11.704941
2010-05-11,7.141866,11.734526
2010-05-12,7.140616,11.903275
2010-05-13,9.738116,12.432025
2010-05-14,9.106866,12.299941
2010-05-15,9.296032,12.282858
2010-05-16,9.039366,11.757441
2010-05-17,7.8960323,12.4536915
2010-05-18,6.6089487,11.408276
2010-05-19,7.219366,12.292025
2010-05-20,8.238533,12.714524
2010-05-21,8.235617,12.239109
2010-05-22,7.811449,12.894107
2010-05-23,7.6860332,12.69911
2010-05-24,7.3189487,11.881609
2010-05-25,6.7814493,11.985775
2010-05-26,6.6081166,11.860356
2010-05-27,7.1585326,10.603275
2010-05-28,7.4914494,9.901191
2010-05-29,8.533949,8.854107
2010-05-30,7.5052,9.432858
2010-05-31,7.0551996,11.658273
2010-06-01,6.9306154,12.139108
2010-06-02,6.728533,12.342027
2010-06-03,6.481449,12.309943
2010-06-04,6.083949,10.985776
2010-06-05,5.462283,11.849941
2010-06-06,5.563115,13.335359
2010-06-07,5.503533,12.859526
2010-06-08,5.3656163,12.152858
2010-06-09,5.3306155,11.368692
2010-06-10,6.135199,10.942024
2010-06-11,6.021449,11.210358
2010-06-12,5.4760327,11.261192
2010-06-13,6.148949,9.180775
2010-06-14,6.079366,11.0161915
2010-06-15,5.042282,11.208691
2010-06-16,5.6243663,10.882441
2010-06-17,4.9293656,10.804524
2010-06-18,5.240199,11.309108
2010-06-19,4.742699,11.258691
2010-06-20,5.176033,11.310775
2010-06-21,4.471032,11.379109
2010-06-22,5.165616,11.3511915
2010-06-23,5.5064497,11.468274
2010-06-24,4.8622823,12.25244
2010-06-25,5.2293653,12.306607
2010-06-26,5.2997823,11.437023
2010-06-27,5.3297825,9.9328575
2010-06-28,4.5251985,9.664942
2010-06-29,4.6110325,10.101606
2010-06-30,3.4814491,10.2628565
2010-07-01,3.756449,11.299524
2010-07-02,3.275199,11.301607
2010-07-03,3.7618656,11.472441
2010-07-04,4.333533,11.618691
2010-07-05,4.3881154,11.255359
2010-07-06,3.7235327,11.754524
2010-07-07,4.4064493,11.392858
2010-07-08,3.9831161,10.900357
2010-07-09,3.7639492,10.829526
2010-07-10,4.1876993,10.834523
2010-07-11,3.7331166,10.6620245
2010-07-12,3.6597824,10.612858
2010-07-13,3.8872824,10.6620245
2010-07-14,3.905616,10.965774
2010-07-15,4.4060326,10.967024
2010-07-16,4.2497826,11.222857
2010-07-17,3.9789493,10.079107
2010-07-18,3.8435328,9.446192
2010-07-19,2.0781884,9.624106
2010-07-20,2.6172829,10.223273
2010-07-21,3.620616,11.233691
2010-07-22,3.0847826,11.243691
2010-07-23,2.158596,11.419941
2010-07-24,3.0247827,12.616191
2010-07-25,3.065616,11.477025
2010-07-26,3.035616,10.445357
2010-07-27,2.6322827,10.088692
2010-07-28,2.9672823,11.110773
2010-07-29,2.724366,11.037024
2010-07-30,2.501449,10.829525
2010-07-31,3.5568662,10.466192
2010-08-01,3.5568655,11.244107
2010-08-02,3.4606159,10.88661
2010-08-03,3.7272825,10.442441
2010-08-04,3.3351989,10.494107
2010-08-05,3.116866,11.079523
2010-08-06,3.3797824,11.268274
2010-08-07,2.660616,10.882024
2010-08-08,3.1393657,11.109524
2010-08-09,3.3906155,11.721608
2010-08-10,3.5789762,11.26244
2010-08-11,4.451866,11.107441
2010-08-12,4.2106156,11.312025
2010-08-13,3.4922824,12.774941
2010-08-14,3.8989491,11.165357
2010-08-15,3.3039494,10.968692
2010-08-16,3.9043658,11.176191
2010-08-17,3.9835324,11.29119
2010-08-18,4.1818657,10.839524
2010-08-19,3.9614494,10.6811905
2010-08-20,3.6539493,10.373692
2010-08-21,3.7414494,9.942858
2010-08-22,3.6622825,9.915774
2010-08-23,3.899366,9.589108
2010-08-24,3.8651993,10.631606
2010-08-25,4.0693655,10.795358
2010-08-26,4.1126995,10.823691
2010-08-27,4.0731163,11.201607
2010-08-28,3.8089492,10.752025
2010-08-29,4.182699,10.822022
2010-08-30,4.0685325,10.346191
2010-08-31,4.396449,10.562857
2010-09-01,4.147699,11.157858
2010-09-02,4.0776987,10.319526
2010-09-03,4.058116,9.488691
2010-09-04,3.3581164,10.097442
2010-09-05,3.8289495,10.822441
2010-09-06,3.7897823,11.007857
2010-09-07,3.7860324,10.69869
2010-09-08,3.584783,11.142023
2010-09-09,3.466449,10.90869
2010-09-10,4.152699,11.369524
2010-09-11,4.190616,11.711606
2010-09-12,4.717699,10.990358
2010-09-13,4.815615,11.3286915
2010-09-14,4.188949,11.6861925
2010-09-15,3.8864493,10.622857
2010-09-16,4.081449,10.554109
2010-09-17,4.8218665,11.11244
2010-09-18,5.5689497,11.472025
2010-09-19,5.9656157,11.268274
2010-09-20,5.9626994,10.777025
2010-09-21,6.2068653,10.835773
2010-09-22,5.3768663,10.845358
2010-09-23,6.0056157,10.47119
2010-09-24,5.7689486,10.480776
2010-09-25,5.4972825,9.636189
2010-09-26,5.7476997,8.942025
2010-09-27,5.3801994,9.846607
2010-09-28,4.522282,9.832442
2010-09-29,5.0939493,8.971192
2010-09-30,5.419367,8.988275
2010-10-01,5.3126993,9.416191
2010-10-02,5.0397825,9.450358
2010-10-03,5.316032,9.445358
2010-10-04,5.209783,9.432442
2010-10-05,5.2722826,8.459941
2010-10-06,5.552699,9.204108
2010-10-07,5.1435323,8.318275
2010-10-08,5.470616,8.366191
2010-10-09,5.2214494,8.468275
2010-10-10,5.5126996,7.7578583
2010-10-11,5.5247827,8.389524
2010-10-12,5.9881153,9.972025
2010-10-13,5.972283,9.762442
2010-10-14,5.811033,9.356607
2010-10-15,5.731866,9.740358
2010-10-16,5.866866,9.494526
2010-10-17,5.903533,9.197026
2010-10-18,6.2643657,9.817859
2010-10-19,5.2260323,9.971607
2010-10-20,5.771866,10.417025
2010-10-21,6.7047825,10.451608
2010-10-22,6.9935327,10.320775
2010-10-23,6.946867,10.4207735
2010-10-24,6.8689494,10.627441
2010-10-25,6.983532,11.317021
2010-10-26,6.9801984,10.647442
2010-10-27,6.4443665,11.56869
2010-10-28,6.4735317,12.168691
2010-10-29,6.2839494,11.342026
2010-10-30,6.577699,10.342857
2010-10-31,6.1985316,9.677442
2010-11-01,6.3918667,10.349108
2010-11-02,6.5056157,11.0578575
2010-11-03,6.7164497,11.115357
2010-11-04,6.809366,9.797859
2010-11-05,6.856866,7.1866083
2010-11-06,7.3626995,6.6382747
2010-11-07,6.854366,5.8449416
2010-11-08,7.6597824,6.0195255
2010-11-09,7.575199,6.2628584
2010-11-10,7.7126994,6.820621
2010-11-11,7.833533,7.6895256
2010-11-12,8.051451,8.427025
2010-11-13,7.813533,8.663691
2010-11-14,8.065199,8.632025
2010-11-15,7.821866,8.301191
2010-11-16,7.883116,9.925359
2010-11-17,8.033949,10.009108
2010-11-18,8.417283,10.4832735
2010-11-19,9.1318655,9.7557745
2010-11-20,8.726866,9.664108
2010-11-21,8.981033,9.735774
2010-11-22,8.241032,9.412858
2010-11-23,8.217699,9.336608
2010-11-24,8.287699,9.5057745
2010-11-25,8.733949,8.968692
2010-11-26,9.073116,10.894941
2010-11-27,9.09145,10.767024
2010-11-28,8.808116,9.865775
2010-11-29,8.943533,10.264524
2010-11-30,8.991865,10.490776
2010-12-01,8.941865,9.800359
2010-12-02,8.645616,8.3286915
2010-12-03,9.1427,8.168692
2010-12-04,8.990616,7.332442
2010-12-05,8.985615,6.472025
2010-12-06,9.388949,6.8682747
2010-12-07,9.278531,6.619941
2010-12-08,9.35645,6.9103584
2010-12-09,9.760616,7.617858
2010-12-10,9.645199,5.210993
2010-12-11,9.634365,6.117352
2010-12-12,9.886867,7.271147
2010-12-13,9.101866,6.8024416
2010-12-14,9.351031,5.0103583
2010-12-15,10.2776985,5.1214547
2010-12-16,9.764365,5.909589
2010-12-17,9.990617,6.4390182
2010-12-18,9.743116,7.7891083
2010-12-19,9.459367,8.093692
2010-12-20,9.636033,7.5245247
2010-12-21,9.658534,6.2956214
2010-12-22,9.988533,6.7736917
2010-12-23,10.2102,6.8182745
2010-12-24,9.919367,6.642858
2010-12-25,9.6439495,7.383692
2010-12-26,9.842282,7.4482746
2010-12-27,9.879366,5.2549424
2010-12-28,10.365617,4.864942
2010-12-29,10.697282,7.0807753
2010-12-30,11.063116,9.047024
2010-12-31,10.958535,11.413275
2011-01-01,10.916449,10.545774
2011-01-02,11.215616,9.856191
2011-01-03,11.274783,9.461608
2011-01-04,11.192283,8.094109
2011-01-05,10.516867,8.649109
2011-01-06,10.871451,8.194108
2011-01-07,11.403116,7.7449427
2011-01-08,11.328948,7.4392166
2011-01-09,11.256866,8.543275
2011-01-10,10.878117,9.488276
2011-01-11,11.3352,10.294107
2011-01-12,11.652699,9.272024
2011-01-13,11.668117,7.480775
2011-01-14,11.686032,6.554525
2011-01-15,11.694782,5.868275
2011-01-16,11.262282,8.110775
2011-01-17,11.581034,9.220776
2011-01-18,11.942283,10.501191
2011-01-19,11.361032,11.184942
2011-01-20,11.438116,10.917858
2011-01-21,11.436866,10.711609
2011-01-22,12.098116,10.168691
2011-01-23,12.260616,9.373273
2011-01-24,12.712285,10.109109
2011-01-25,12.423115,10.580776
2011-01-26,12.831033,9.560358
2011-01-27,12.419783,9.349107
2011-01-28,13.1335335,8.867025
2011-01-29,13.307698,8.005359
2011-01-30,13.253949,9.353691
2011-01-31,12.468949,9.134524
2011-02-01,12.575615,10.894942
2011-02-02,13.300615,10.779107
2011-02-03,13.257281,9.938691
2011-02-04,12.853114,9.533275
2011-02-05,13.499367,8.688692
2011-02-06,14.123531,8.68786
2011-02-07,14.249782,9.761455
2011-02-08,13.736865,9.8703575
2011-02-09,14.065617,9.596608
2011-02-10,13.859783,10.382441
2011-02-11,14.7252,10.605357
2011-02-12,15.102283,9.835359
2011-02-13,14.17395,9.050776
2011-02-14,12.656449,7.597025
2011-02-15,13.980201,8.110359
2011-02-16,13.661031,8.327024
2011-02-17,12.566031,9.322024
2011-02-18,12.067699,9.682858
2011-02-19,12.434784,8.771192
2011-02-20,13.298533,9.159942
2011-02-21,13.068531,8.669941
2011-02-22,12.552282,10.272025
2011-02-23,11.872282,11.106608
2011-02-24,12.483534,10.082442
2011-02-25,13.390201,10.640357
2011-02-26,13.793532,10.495775
2011-02-27,13.2672825,10.813692
2011-02-28,12.882283,11.172857
2011-03-01,12.09145,11.029525
2011-03-02,12.002282,10.703276
2011-03-03,12.751868,8.816608
2011-03-04,12.683531,8.855357
2011-03-05,12.026865,9.484107
2011-03-06,11.970615,9.774525
2011-03-07,11.981867,9.364941
2011-03-08,11.667283,9.844941
2011-03-09,11.91645,10.570775
2011-03-10,12.240199,10.161609
2011-03-11,11.405198,8.100358
2011-03-12,11.6777,7.6453576
2011-03-13,11.614782,8.843274
2011-03-14,11.968949,9.242025
2011-03-15,12.033116,9.4745245
