,Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
22,Canada,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,5098100.0
23,Canada,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,233240.0
24,Canada,Family characteristics,Population 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,1423180.0
25,Canada,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,,,,,,12395135.0
26,Canada,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,8977895.0
27,Canada,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,8392685.0
28,Canada,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,585210.0
29,Canada,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,3417240.0
30,Canada,Family characteristics,Males 15 years and over in private households with no children at home,,,,,,8054065.0
31,Canada,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,,,,,5174825.0
32,Canada,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Employed,,,,4742980.0
33,Canada,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,431835.0
34,Canada,Family characteristics,Males 15 years and over in private households with no children at home,Not in the labour force,,,,,2879240.0
35,Canada,Family characteristics,Males 15 years and over in private households with children at home,,,,,,4341065.0
36,Canada,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,,,,,3803070.0
37,Canada,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Employed,,,,3649700.0
38,Canada,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Unemployed,,,,153370.0
39,Canada,Family characteristics,Males 15 years and over in private households with children at home,Not in the labour force,,,,,538000.0
40,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years only,,,,,,763960.0
41,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,,,,,717950.0
42,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,686490.0
43,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,31460.0
44,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,46010.0
45,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,535430.0
46,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,500150.0
47,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,478220.0
48,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,21930.0
49,Canada,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,35275.0
50,Canada,Family characteristics,Males 15 years and over in private households with children 6 years and over only,,,,,,3041675.0
51,Canada,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,,,,,2584970.0
52,Canada,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,2484985.0
53,Canada,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,99980.0
54,Canada,Family characteristics,Males 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,456705.0
55,Canada,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,,,,,,13116740.0
56,Canada,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,8099965.0
57,Canada,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,7565510.0
58,Canada,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,534450.0
59,Canada,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,5016780.0
60,Canada,Family characteristics,Females 15 years and over in private households with no children at home,,,,,,7919890.0
61,Canada,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,,,,,4314790.0
62,Canada,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Employed,,,,4009750.0
63,Canada,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,305045.0
64,Canada,Family characteristics,Females 15 years and over in private households with no children at home,Not in the labour force,,,,,3605095.0
65,Canada,Family characteristics,Females 15 years and over in private households with children at home,,,,,,5196855.0
66,Canada,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,,,,,3785170.0
67,Canada,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Employed,,,,3555765.0
68,Canada,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Unemployed,,,,229405.0
69,Canada,Family characteristics,Females 15 years and over in private households with children at home,Not in the labour force,,,,,1411680.0
70,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years only,,,,,,875320.0
71,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,,,,,617330.0
72,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,554670.0
73,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,62660.0
74,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,257990.0
75,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,608690.0
76,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,421465.0
77,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,387980.0
78,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,33490.0
79,Canada,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,187225.0
80,M1B,Family characteristics,Population 15 years and over in private households with no children at home,,,,,,26975.0
81,M1B,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,,,,,16670.0
82,M1B,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Employed,,,,14905.0
83,M1B,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,1760.0
84,M1B,Family characteristics,Population 15 years and over in private households with no children at home,Not in the labour force,,,,,10305.0
85,M1B,Family characteristics,Population 15 years and over in private households with children at home,,,,,,23980.0
86,M1B,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,,,,,18375.0
87,M1B,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Employed,,,,17100.0
88,M1B,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Unemployed,,,,1275.0
89,M1B,Family characteristics,Population 15 years and over in private households with children at home,Not in the labour force,,,,,5605.0
90,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years only,,,,,,3605.0
91,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,,,,,2760.0
92,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,2430.0
93,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,330.0
94,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,845.0
95,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,3460.0
96,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,2740.0
97,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,2505.0
98,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,230.0
99,M1B,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,715.0
100,M1B,Family characteristics,Population 15 years and over in private households with children 6 years and over only,,,,,,16915.0
101,M1B,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,,,,,12880.0
102,M1B,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,12160.0
103,M1B,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,715.0
104,M1B,Family characteristics,Population 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,4040.0
105,M1B,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,,,,,,24145.0
106,M1B,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,17840.0
107,M1B,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,16430.0
108,M1B,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,1410.0
109,M1B,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,6305.0
110,M1B,Family characteristics,Males 15 years and over in private households with no children at home,,,,,,13495.0
111,M1B,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,,,,,8875.0
112,M1B,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Employed,,,,7925.0
113,M1B,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,955.0
114,M1B,Family characteristics,Males 15 years and over in private households with no children at home,Not in the labour force,,,,,4620.0
115,M1B,Family characteristics,Males 15 years and over in private households with children at home,,,,,,10650.0
116,M1B,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,,,,,8965.0
117,M1B,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Employed,,,,8510.0
118,M1B,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Unemployed,,,,460.0
119,M1B,Family characteristics,Males 15 years and over in private households with children at home,Not in the labour force,,,,,1685.0
120,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years only,,,,,,1660.0
121,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,,,,,1515.0
122,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,1410.0
123,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,110.0
124,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,145.0
125,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,1590.0
126,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,1475.0
127,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,1390.0
128,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,85.0
129,M1B,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,110.0
130,M1B,Family characteristics,Males 15 years and over in private households with children 6 years and over only,,,,,,7405.0
131,M1B,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,,,,,5970.0
132,M1B,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,5710.0
133,M1B,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,260.0
134,M1B,Family characteristics,Males 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,1430.0
135,M1B,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,,,,,,26815.0
136,M1B,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,17205.0
137,M1B,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,15575.0
138,M1B,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,1630.0
139,M1B,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,9605.0
140,M1B,Family characteristics,Females 15 years and over in private households with no children at home,,,,,,13485.0
141,M1B,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,,,,,7790.0
142,M1B,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Employed,,,,6985.0
143,M1B,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,810.0
144,M1B,Family characteristics,Females 15 years and over in private households with no children at home,Not in the labour force,,,,,5690.0
145,M1B,Family characteristics,Females 15 years and over in private households with children at home,,,,,,13325.0
146,M1B,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,,,,,9410.0
147,M1B,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Employed,,,,8590.0
148,M1B,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Unemployed,,,,820.0
149,M1B,Family characteristics,Females 15 years and over in private households with children at home,Not in the labour force,,,,,3915.0
150,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years only,,,,,,1940.0
151,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,,,,,1240.0
152,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,1020.0
153,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,220.0
154,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,700.0
155,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,1870.0
156,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,1265.0
157,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,1120.0
158,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,145.0
159,M1B,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,605.0
160,M1C,Family characteristics,Population 15 years and over in private households with no children at home,,,,,,15485.0
161,M1C,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,,,,,9470.0
162,M1C,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Employed,,,,8490.0
163,M1C,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,975.0
164,M1C,Family characteristics,Population 15 years and over in private households with no children at home,Not in the labour force,,,,,6020.0
165,M1C,Family characteristics,Population 15 years and over in private households with children at home,,,,,,12925.0
166,M1C,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,,,,,10100.0
167,M1C,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Employed,,,,9675.0
168,M1C,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Unemployed,,,,425.0
169,M1C,Family characteristics,Population 15 years and over in private households with children at home,Not in the labour force,,,,,2825.0
170,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years only,,,,,,1435.0
171,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,,,,,1185.0
172,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,1145.0
173,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,40.0
174,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,255.0
175,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,1180.0
176,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,920.0
177,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,900.0
178,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,25.0
179,M1C,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,255.0
180,M1C,Family characteristics,Population 15 years and over in private households with children 6 years and over only,,,,,,10305.0
181,M1C,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,,,,,7995.0
182,M1C,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,7630.0
183,M1C,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,365.0
184,M1C,Family characteristics,Population 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,2315.0
185,M1C,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,,,,,,13865.0
186,M1C,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,10010.0
187,M1C,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,9325.0
188,M1C,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,685.0
189,M1C,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,3850.0
190,M1C,Family characteristics,Males 15 years and over in private households with no children at home,,,,,,7900.0
191,M1C,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,,,,,5005.0
192,M1C,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Employed,,,,4470.0
193,M1C,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,530.0
194,M1C,Family characteristics,Males 15 years and over in private households with no children at home,Not in the labour force,,,,,2895.0
195,M1C,Family characteristics,Males 15 years and over in private households with children at home,,,,,,5960.0
196,M1C,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,,,,,5010.0
197,M1C,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Employed,,,,4860.0
198,M1C,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Unemployed,,,,150.0
199,M1C,Family characteristics,Males 15 years and over in private households with children at home,Not in the labour force,,,,,950.0
200,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years only,,,,,,670.0
201,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,,,,,615.0
202,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,610.0
203,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,0.0
204,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,55.0
205,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,560.0
206,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,545.0
207,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,540.0
208,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,0.0
209,M1C,Family characteristics,Males 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,15.0
210,M1C,Family characteristics,Males 15 years and over in private households with children 6 years and over only,,,,,,4730.0
211,M1C,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,,,,,3850.0
212,M1C,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,3705.0
213,M1C,Family characteristics,Males 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,145.0
214,M1C,Family characteristics,Males 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,880.0
215,M1C,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,,,,,,14545.0
216,M1C,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,9550.0
217,M1C,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,8835.0
218,M1C,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,715.0
219,M1C,Family characteristics,Females 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,4995.0
220,M1C,Family characteristics,Females 15 years and over in private households with no children at home,,,,,,7585.0
221,M1C,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,,,,,4465.0
222,M1C,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Employed,,,,4020.0
223,M1C,Family characteristics,Females 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,445.0
224,M1C,Family characteristics,Females 15 years and over in private households with no children at home,Not in the labour force,,,,,3120.0
225,M1C,Family characteristics,Females 15 years and over in private households with children at home,,,,,,6960.0
226,M1C,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,,,,,5085.0
227,M1C,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Employed,,,,4815.0
228,M1C,Family characteristics,Females 15 years and over in private households with children at home,In the labour force,Unemployed,,,,270.0
229,M1C,Family characteristics,Females 15 years and over in private households with children at home,Not in the labour force,,,,,1870.0
230,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years only,,,,,,765.0
231,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,,,,,570.0
232,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,530.0
233,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,35.0
234,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,195.0
235,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,620.0
236,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,380.0
237,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,360.0
238,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,20.0
239,M1C,Family characteristics,Females 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,245.0
240,M1G,Family characteristics,Population 15 years and over in private households with no children at home,,,,,,12865.0
241,M1G,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,,,,,6485.0
242,M1G,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Employed,,,,5715.0
243,M1G,Family characteristics,Population 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,770.0
244,M1G,Family characteristics,Population 15 years and over in private households with no children at home,Not in the labour force,,,,,6375.0
245,M1G,Family characteristics,Population 15 years and over in private households with children at home,,,,,,10055.0
246,M1G,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,,,,,6995.0
247,M1G,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Employed,,,,6375.0
248,M1G,Family characteristics,Population 15 years and over in private households with children at home,In the labour force,Unemployed,,,,615.0
249,M1G,Family characteristics,Population 15 years and over in private households with children at home,Not in the labour force,,,,,3060.0
250,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years only,,,,,,1690.0
251,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,,,,,1125.0
252,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Employed,,,,945.0
253,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years only,In the labour force,Unemployed,,,,175.0
254,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years only,Not in the labour force,,,,,565.0
255,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,,,,,,1565.0
256,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,,,,,1140.0
257,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Employed,,,,1060.0
258,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,In the labour force,Unemployed,,,,80.0
259,M1G,Family characteristics,Population 15 years and over in private households with children under 6 years as well as children 6 years and over,Not in the labour force,,,,,425.0
260,M1G,Family characteristics,Population 15 years and over in private households with children 6 years and over only,,,,,,6800.0
261,M1G,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,,,,,4725.0
262,M1G,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Employed,,,,4360.0
263,M1G,Family characteristics,Population 15 years and over in private households with children 6 years and over only,In the labour force,Unemployed,,,,365.0
264,M1G,Family characteristics,Population 15 years and over in private households with children 6 years and over only,Not in the labour force,,,,,2070.0
265,M1G,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,,,,,,10950.0
266,M1G,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,,,,,7200.0
267,M1G,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Employed,,,,6470.0
268,M1G,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,In the labour force,Unemployed,,,,730.0
269,M1G,Family characteristics,Males 15 years and over in private households - Presence of children and labour force activity,Not in the labour force,,,,,3745.0
270,M1G,Family characteristics,Males 15 years and over in private households with no children at home,,,,,,6555.0
271,M1G,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,,,,,3610.0
272,M1G,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Employed,,,,3110.0
273,M1G,Family characteristics,Males 15 years and over in private households with no children at home,In the labour force,Unemployed,,,,500.0
274,M1G,Family characteristics,Males 15 years and over in private households with no children at home,Not in the labour force,,,,,2945.0
275,M1G,Family characteristics,Males 15 years and over in private households with children at home,,,,,,4390.0
276,M1G,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,,,,,3590.0
277,M1G,Family characteristics,Males 15 years and over in private households with children at home,In the labour force,Employed,,,,3360.0
