,Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
140,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,South America,,,,4560.0
141,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,,,,2200.0
142,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Western Europe,,,230.0
143,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Eastern Europe,,,510.0
144,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Southern Europe,,,580.0
145,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Southern Europe,Italy,,130.0
146,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Southern Europe,Other Southern Europe,,450.0
147,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Northern Europe,,,885.0
148,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Northern Europe,United Kingdom,,835.0
149,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Europe,Northern Europe,Other Northern Europe,,50.0
150,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,,,,1500.0
151,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,Western Africa,,,305.0
152,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,Eastern Africa,,,905.0
153,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,Northern Africa,,,200.0
154,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,Central Africa,,,35.0
155,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Africa,Southern Africa,,,50.0
156,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,,,,23765.0
157,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,West Central Asia and the Middle East,,,1540.0
158,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Eastern Asia,,,3225.0
159,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Eastern Asia,"China, People's Republic of",,1565.0
160,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Eastern Asia,"Hong Kong, Special Administrative Region",,1345.0
161,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Eastern Asia,Other Eastern Asia,,310.0
162,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southeast Asia,,,4940.0
163,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southeast Asia,Philippines,,4250.0
164,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southeast Asia,Other Southeast Asia,,690.0
165,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southern Asia,,,14060.0
166,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southern Asia,India,,4295.0
167,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Asia and the Middle East,Southern Asia,Other Southern Asia,,9765.0
168,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Immigrants,Oceania and other,,,,130.0
169,M1B,Immigration characteristics,Total population by immigrant status and place of birth - 20% sample data,Non-permanent residents,,,,,890.0
170,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,,,,,,6195.0
171,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,United States of America,,,,,70.0
172,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Central America,,,,,10.0
173,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Caribbean and Bermuda,,,,,470.0
174,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,South America,,,,,420.0
175,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,,,,,140.0
176,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Western Europe,,,,45.0
177,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Eastern Europe,,,,65.0
178,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Southern Europe,,,,15.0
179,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Southern Europe,Italy,,,10.0
180,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Southern Europe,Other Southern Europe,,,10.0
181,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Northern Europe,,,,10.0
182,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Northern Europe,United Kingdom,,,10.0
183,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Europe,Northern Europe,Other Northern Europe,,,0.0
184,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,,,,,255.0
185,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,Western Africa,,,,100.0
186,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,Eastern Africa,,,,85.0
187,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,Northern Africa,,,,25.0
188,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,Central Africa,,,,40.0
189,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Africa,Southern Africa,,,,10.0
190,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,,,,,4815.0
191,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,West Central Asia and the Middle East,,,,240.0
192,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Eastern Asia,,,,300.0
193,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Eastern Asia,"China, People's Republic of",,,250.0
194,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Eastern Asia,"Hong Kong, Special Administrative Region",,,15.0
195,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Eastern Asia,Other Eastern Asia,,,35.0
196,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southeast Asia,,,,720.0
197,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southeast Asia,Philippines,,,645.0
198,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southeast Asia,Other Southeast Asia,,,75.0
199,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southern Asia,,,,3550.0
200,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southern Asia,India,,,1265.0
201,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Asia and the Middle East,Southern Asia,Other Southern Asia,,,2285.0
202,M1B,Immigration characteristics,Total recent immigrants by selected places of birth - 20% sample data,Oceania and other,,,,,10.0
203,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,,,,,,39695.0
204,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,Before 1961,,,,,575.0
205,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1961 to 1970,,,,,2185.0
206,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1971 to 1980,,,,,6255.0
207,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1981 to 1990,,,,,9140.0
208,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1991 to 2000,,,,,15340.0
209,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1991 to 2000,1991 to 1995,,,,8300.0
210,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,1991 to 2000,1996 to 2000,,,,7040.0
211,M1B,Immigration characteristics,Total immigrant population by period of immigration - 20% sample data,2001 to 2006,,,,,6190.0
212,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,,,,,,39695.0
213,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,Under 5 years,,,,,2460.0
214,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,5 to 14 years,,,,,6610.0
215,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,15 to 24 years,,,,,9165.0
216,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,25 to 44 years,,,,,16610.0
217,M1B,Immigration characteristics,Total immigrant population by age at immigration - 20% sample data,45 years and over,,,,,4845.0
218,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,,,,,,34125.0
219,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Non-movers,,,,,31860.0
220,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,,,,,2265.0
221,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Non-migrants,,,,1730.0
222,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Migrants,,,,535.0
223,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Migrants,Internal migrants,,,270.0
224,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Migrants,Internal migrants,Intraprovincial migrants,,210.0
225,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Migrants,Internal migrants,Interprovincial migrants,,60.0
226,M1C,Immigration characteristics,Total - Mobility status 1 year ago - 20% sample data,Movers,Migrants,External migrants,,,265.0
227,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,,,,,,32815.0
228,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Non-movers,,,,,24215.0
229,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Movers,,,,,8605.0
230,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Movers,Non-migrants,,,,6625.0
231,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Movers,Migrants,,,,1980.0
232,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Movers,Migrants,Internal migrants,,,940.0
233,M1C,Immigration characteristics,Total - Mobility status 5 years ago - 20% sample data,Movers,Migrants,Internal migrants,Intraprovincial migrants,,785.0
