reviewId,userName,userImage,Review,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOEhFrz2beRxFO-d1X7iPuW1ugaYB_8UymiowGR8CqALhHSqkgqQk9s0Gz1ZwQ6VP2PboGbrarYKB7gTKak,Desiree Ramey,https://play-lh.googleusercontent.com/a/AATXAJxRHVDLT_h4cESVY5CTbM9UCkK7khJK0AwPWvg2=mo,"Worst app ever! Bought a new printer and the instructions say to use this app. App won't locate printer and keeps crashing. Then when you try to manually go into to select the printer, my new printer isn't listed. Now I need a desk top to set up the printer.....which I don't have!!!! HP is terrible!",1,34,8.6.1.64,6/16/2021 18:54,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGamZuS3my2CT3HhlJDrfE3JGeeOMTUMf_YtiU1uJcyH-tvhG0gpqv9b1_8x1zPyHuvfSAYbfsqrH5mL_E,Amy Mandeville,https://play-lh.googleusercontent.com/a-/AOh14GiC4JlvdI7JD8v5VsaqhqmFzG6OzePl68iWh4ZQVg,"One of the WORST apps ever. Hardly ever connects, is ridiculously slow, constantly disconnects itself, and the app itself takes forever to launch. I'm on a high speed connection, Wi-Fi and Ethernet.",1,5,8.6.1.64,6/18/2021 18:16,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFCfhGTT9qfLB9sHHw-vRq7DL8vmTnr-STvBY3Z-hfiVRrqGEYRL9xNG9Vs2OWW_hYA-9gPA4Dy4c51V4U,Michelle Stevens,https://play-lh.googleusercontent.com/a/AATXAJw_9OSBvPoSEny0HbrHqYZ_s83MB_KONeN6zU6t=mo,HP Smart. Should be called HP Dumb. I have pretty much always bought HP printers but this app is so painful that when the ink runs out (assuming I can actually connect and print anything) I will be buying a different make. Hasta la vista HP,1,4,8.6.1.64,6/18/2021 23:16,,,most_relevant,com.hp.printercontrol
gp:AOqpTOEgeProUjE48_0ykbW2IaPi1axrUhll2Vwp_0IQor-dtuyrcQe2pQX1QEcYTO8gxU79qBDQCsZyIqE-ArM,Erick Navarro,https://play-lh.googleusercontent.com/a-/AOh14GgswatLAvBpDlkYSo93jQVLBqnNLmJ2dN9qecqS,"Why is it so hard to just make a basic app that lets you do what you bought the printer for??? I don't need another account, i just want to print stuff from my phone. 0 stars. Hp printers just suck.",1,3,8.6.1.64,6/19/2021 18:20,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGtnJLTa2EN6Pt1hv7kwtzEPbDBdnUXcXF3qAlweJBUvSJjehtPzCa-EN8q8ocr1Vaar4X3uwOUA1ehsQw,Brittany Hollander,https://play-lh.googleusercontent.com/a/AATXAJx5wMqNDd7_2Yf7bJUpUNVE7WXgg49EfieGWYjw=mo,My printer is no longer supported to use print from my phone! I literally updated this app and now I can't print anything from my phone at all. Not happy about this since I JUST bought new ink for this printer.,1,0,8.6.1.64,6/21/2021 22:46,,,most_relevant,com.hp.printercontrol
gp:AOqpTOE1SJn8bIGXDipPnYFoG-Xq9w5uH_FwjCGSSoWFJjLYyYX2p3UkR-hYCvIAxneXS11RjVTcarY6zAY7JQI,Cheyenne Ward,https://play-lh.googleusercontent.com/a/AATXAJw6SsaRqHpZnejZ02ohx8mhQCqdDT0svNE-ablD=mo,cannot connect to wifi or devices after last update plus screwed up my devices and now asking to reenroll in hp ink. and HP refuses to replace my printer because they don't even understand what's wrong with it. My printer is completely useless and even infecting my laptop!!!,1,1,8.6.1.64,6/20/2021 18:36,,,most_relevant,com.hp.printercontrol
gp:AOqpTOHyaydKgW2WT1dho1wjUS_YMTSa_kUUlkY9vMgooZatXeoAoRNJ8hCwdayLKleg60FZ9vRTBZv6J63teDI,Rakesh Bhandari,https://play-lh.googleusercontent.com/a-/AOh14Gi1jtAA8uTXsRaJFiyXiU2_OphQgT_uao6guiv7aQ,Most pathetic app. I have wasted 2 hours in uninstalling & reinstalling it. It was able to connect my android phone with printer earlier but now it's not. Please resolve this issue asap.,1,2,8.6.1.64,6/20/2021 16:36,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFJZbYOoCzlKdkg2gNq374iUhrS5bPMeetqxdq8npIgTBR0ehJuxFNjY2H795DrML9O9ZFYNqYnLJ7ON5o,K H,https://play-lh.googleusercontent.com/a-/AOh14GjwyFVUyV4RMvWPpNO7a7wIE3UG4dMESj4GZqba7A,It seems that I can't scan multiple photos into individual files at once or have Auto select for multiple photos on Android like it does on Windows been trying to look up information to get it to work.,1,0,8.6.1.64,6/21/2021 15:11,,,most_relevant,com.hp.printercontrol
gp:AOqpTOHKpFeEP_v-lvWyp_Ovufu2ZokVs3a41PO5XmTdkNON7-Wy4ouuoN6WNc5GY-x7v802OAVt8xk4xl4ZyEw,Gabriel Queiroz,https://play-lh.googleusercontent.com/a-/AOh14GhGIsyjJgdmSIJXBgq4M29Vumifsar9fH6sk44BnQ,"Not saving scans! If I scan images and click to save it works if the format is PDF, but if it JPEG, it just fails *silently*! I tried searching my entire phone for the scanned images but nothing worked.",1,27,8.6.1.64,6/16/2021 23:50,,,most_relevant,com.hp.printercontrol
gp:AOqpTOHqlvmhXI1P9_XcztDUqpaIh4y588SMporQwD9DZDCmAEZU1WC6-9emywKNvyqHTFc7KYgW2QUG2MsOejc,B lue,https://play-lh.googleusercontent.com/a-/AOh14GgW9hDHM7k89wo5p-TBSlSfS_serrF0wvz1wj3yOA,I just need to print and scan. What for i provide email and password. Is just a home printer. Add more after sign in so what! Still cannot scan!,1,8,8.6.1.64,6/19/2021 5:16,,,most_relevant,com.hp.printercontrol
gp:AOqpTOExFwsA03RU09DhaVfozbsR_T0in966i9K3BSR9JjQiumxIFd0yyN_NRBtWu4S9CE9vY_I-fePCZRWgBgU,Manny,https://play-lh.googleusercontent.com/a/AATXAJxxMfbeb_bWZCUqmZZkkO5BoOOK3cWxTlqOHyKw=mo,"impossible to use , difficult, will use the size it deems and no adjustments available ,basically turns something so simple into an ordeal!",1,0,8.6.1.64,6/21/2021 20:37,,,most_relevant,com.hp.printercontrol
gp:AOqpTOHNjYo5GkxgCNKlnpXIzKnvluf-W0faT5IAQFpkisge3zKCbxPoMWyqttjc4tUZFeSFxk7EJl_na5_zqKI,Betty Murray,https://play-lh.googleusercontent.com/a/AATXAJxo4CxSikF1hqDIHxro5qzlMdXbo8LGtbjJ6zyX=mo,"I used to love this app. Since the last upgrade I have been unable to scan. I get this message ""Feature unavailable. This feature is not supported by the selected printer. Connect to a different printer to use this feature"". I'm unhappy and EXTREMELY frustrated. Why!!!",1,65,8.6.0.29,5/31/2021 0:37,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGHaLtRH-maUjOvppMlPk_It8HkYToCwDidQzX-bNa2lN2UQUlryHYAzj2AFqMA2M877QSpqpG7wR63bwk,Stu LoCazzo,https://play-lh.googleusercontent.com/a-/AOh14GjPN4ucE7GNXmAbHJFSpbp9SnY9HhvUPWtK4SdjFw,Was working fine until yesterday. I mostly used the phone app for scanning. Now it just stopped working. Cannot find my printer of 5 years anymore. Tried uninstalling app and reinstall. Did not work. Spent 1 hour trying to get the app to find my printer on my network. All of my computers can see the printer but the app cannot. It is now useless. I will be switching from HP to something else in the near future.,1,54,8.6.0.29,6/13/2021 16:09,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGBObFFjF2GjAzUz9SE-UkADxSb7vr9-UdgWGT1WmUJm4oLLV_mzNK7GnGLWTgo1BdUjgxdNVAAQvNDPDg,Eusebiu Anton,https://play-lh.googleusercontent.com/a-/AOh14GjcrzPysKYBkN9k1TMEqGM78c6qi1OVTyFC5ZAIpg,"Too complicated. All i want is to print from my phone. You have to make an acount, unable to select multiple document. It is realy bed. I appreciate the message Thank you for your patience but is jus not worth it. Next printer wont be from HP. I will se if I get the same disappointment from other manufacturers. What happened? You use to be good........",1,9,8.6.0.29,6/14/2021 13:33,,,most_relevant,com.hp.printercontrol
gp:AOqpTOHj4iyEpTx9ihLfPLbQv3Hu8n27NPA1o8pNow3cuw8d1rVUaBOyxze6Zxi3x_IzXwLYqHUzVfg8ZyP3xRE,Lisa W,https://play-lh.googleusercontent.com/a-/AOh14GgLUoNOJB6l4MynRKIu_k3PMuJA90XJr3wlXsp3_Q,"I am BEYOND frustrated!!! I have spent the last 3.5 hours trying to print to my hp printer from my Android device. I've been using this app for YEARS and never had an issue until now. As a matter of fact, I used it 2 weeks ago without issue. Now, all of a sudden, my HP OfficeJet Pro 8610 is no longer supported??? Can someone please explain to me why?!?!?",1,65,8.6.0.29,6/3/2021 18:05,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFIY89DUhwkYrcRKZYTMfXScPwCTJl5FJk8Y6LXOVdETiPzIPTSfEDgU-sVlvVRyBa91Sf24pGBcQPctfc,Mup Meo,https://play-lh.googleusercontent.com/a-/AOh14GjFTYQJRzw-vPeNK9gNzKPuzOEKbR17EFNjzagY,"I hate the last update. I CANNOT use my printer to print anymore, and even if I could, there's no option to print 2 sided. It keeps signing me out of the app and takes several minutes to sign in to. The app works just fine before the update, and I can still print using my laptop. Sometime the printer disconnect and it took 20 min to connect phone to printer. Again, laptop connect just fine. I spend hours trying to work things out to no avail.",1,53,8.6.0.29,6/2/2021 10:48,,,most_relevant,com.hp.printercontrol
gp:AOqpTOH8lo4LU3y9-vUSiuVapoB8Ln542MRysL9nodxoe44wZrsxcVCDaBYwXNgbwJ3Z4d8L1rpqY_mBSU6KZWY,Pastor Frank Watts,https://play-lh.googleusercontent.com/a/AATXAJzvh5v7vhkTvB7tkW-4ETvDvOnKqnkpzcapkLyH=mo,"If I could have give this a minus 5 stars I would have. I don't expect to hear anything from the developers but this thing is junk. Doesn't work 3/4 of the time. All I get is, printer not available. When and if this junk works, the page printed does not fit the paper in the printer. This thing is giving HP a bad name. Don't install, I'm going to install. I'm also going to complain to Go about this.",1,52,8.6.0.29,5/31/2021 21:10,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGTelZCmYi5KtliIHjnj4afDTVfyrybD7fvOr7BuJG6LJBQbZgmPY7wyIQiSo6dkfsjnBlhZidJgaUiZnA,Shawny St. Francis,https://play-lh.googleusercontent.com/a/AATXAJwhaD4e2yst5UFD96dwPz9dMtVEftXHy8UQQt8a=mo,"terrible, constant glitches and it NEVER lets me login. Now, the option to align the cartridges is completely missing.",1,3,8.6.1.64,6/18/2021 18:03,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFI9c-fF3AwDUWnEfl3h0gW4SKR8_kn1P_607D1sNDejCwZQzmSQ31NNDBpoJVVyZi1aSWzv7MD_iGVJQw,Dina Hargrave,https://play-lh.googleusercontent.com/a/AATXAJwQMQDZo07N1MMK_TLdXtbSsdga_xTlU8YBJokc=mo,This app worked for about five faxes and now just glitches every time I open it. I tried reinstalling it I tried turning my phone off and on I tried unplugging my printer and plugging it back in and none of these fixed the problem with the app it won't fax it won't do anything because it glitches every time you tried to click on the down arrow for like add a cover page and then three of those windows open up this happens every time now. HP fix your app I bought it for this fax capability.,1,16,8.6.0.29,6/4/2021 1:58,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFeMINfhTWMt06x-FjUYCj7OkEH_X35tga9emwHbJvMYy_IV2Z05BTFiXvNhcaOxrSap6MbvV8xbP1VqOo,Jonathan Kuniholm,https://play-lh.googleusercontent.com/a-/AOh14GhbVVBxspBqfthzkkg3h4bHvYknLGISSLatNDTF0A,this app was always unreliable. recent modifications that require you to create an account and seem to require access to the internet just to scan something at home have made it even worse. it all makes you yearn for the days when you could just plug your printer into a computer and be overcharged for ink.,1,10,8.6.0.29,6/10/2021 15:41,,,most_relevant,com.hp.printercontrol
gp:AOqpTOG0ZrwfZ50JbnbZ-3gMniFM0hFltGnYQ_JsPFlCCRnSeuYtTQfiY7iLjuZ9qIkNTZFfDyWBlsM-omY9tbo,Samuel Kent,https://play-lh.googleusercontent.com/a-/AOh14GiqURl6XoZ80CPVh8mMiqhZo7ElmDQY1w1pChOZVg,"Super frustrating. Used to work, however now it doesn't. Askse to sign in. Won't recognize the password. Asks to reset it and it emails you a code, but then when you go to input the code it doesn't return to the same screen, has a circle of death and doesn't allow you to update the password. Why do I need and account for an app the doesn't ever work to print off my home printer? Piece of junk app. Worthless company. Save your time, money, and sanity.",1,75,8.6.0.29,6/5/2021 13:00,,,most_relevant,com.hp.printercontrol
gp:AOqpTOEH0dPvUAuUHpYPhwa5LJcspcOYJkru8m-0HUUKb94g9eHEdDbZbogdvE5K7qDxF1YCvYFLD8r5u6ZeNfc,rayne byars,https://play-lh.googleusercontent.com/a/AATXAJxDhm_t5Hzb5B7-bCso-lwL6sWVWpzrXCT_LPsh=mo,"This app is not good for me. First of all, it doesn't do what it says it is going to do. I can not print anything, it won't connect my printer to my computer and it barely works with my phone. It only works les than half the time I am using it. Which is really frustrating since I am needing to print things for my college class. It won't even let me log into my account on my computer, I left it ""loading"" all day to sign me in and I'm still not signed in. :/",1,62,8.6.0.29,5/27/2021 18:28,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFZQB4i3v_EzBduqcQGHFLhjxBqWsiq-ESULlFc8JuBaNbhLTA1OcIY4UWii0kRxsQli9HGYwlvKESsS78,Patrick Murphy,https://play-lh.googleusercontent.com/a/AATXAJz2QyxN7JGksGbf_OUX69Ugoxx6BUQzq-_9ru-U=mo,"I've found HP printers to be a giant hassle totally not worth the trouble. I just want to be able to print and scan easily. HP makes this impossible and is extremely anti-consumer. If my printer worked as it should, I wouldn't have to rely on this unecessarily convoluted app to print documents. Trash.",1,2,8.6.0.29,6/15/2021 19:39,,,most_relevant,com.hp.printercontrol
gp:AOqpTOF5l9dOKRAKDN2FkKKV_DiNSVzOXN9FFw-j-ufK0GeX0Ll1LZcLAyHZ6FLXLAc3rpG2r3ERU2D6KBrxWSU,Sal Iaquinto,https://play-lh.googleusercontent.com/a-/AOh14Gg0seRvr47GWN_LgCpLTukb3QdaeR3bU37ReShu,"This is a horrible app for the Chromebook. It won't install. I am VERY tech oriented and this just won't install properly on my Chromebook. It will start the process and then show the spinning wheel with ""Thanks for your patience......"" It never goes past that page. I let it do that for hours and it never goes past that page. I have uninstalled and re-installed the app numerous times and it just doesn't work. I have it working on my phone and that is the only way I can use the scanner feature.",1,76,8.6.0.29,6/12/2021 14:02,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGApwTpL-GpKtdiVxs5-TaAUXpNqt9WPMLO_FMZQmSxzDcK9t0Jr7VnE_al2sM_ifb1F9Q9iSz5CFEjs_M,Brian Nadig,https://play-lh.googleusercontent.com/a-/AOh14GiwQubzT8aBdKjlsfQQHfi6ybfvj_jAV8lhhIYQoQ,"HP Smart is horrible since the last update. It will no longer let me scan ""double side"". I have to keep adding. Secondly, it won't let me scan ""size of document"", useful if you have quarter sheets of paper, or receipts to scan. Please, go back to the last version, many more options, and way more useful.",1,4,8.6.0.29,6/14/2021 17:00,,,most_relevant,com.hp.printercontrol
gp:AOqpTOH5R9otGOYSD7U70_BgDL722WtOT--OO59L8vAbCVXJOCdCmBd66tVYpT5ielxSjRlT4DB_HKkXOoeYbog,simon marshall,https://play-lh.googleusercontent.com/a-/AOh14GjPdE5wYK3WacWTq6rOBLtjO_FaZZxr7Ad884_HDw,"Not good. If you like spinning blue circles on your computer/ phone screen then this company is for you. If not steer f'in clear! I bought a hp printer during lockdown because I couldn't get anything else due to everyone wanting one normally use Canon, wish I'd not bothered and waited for stock levels to improve. Its quicker to trace your documents to copy them than use hp print.",1,8,8.6.0.29,5/24/2021 7:51,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFdGQuL8WCCZShlVpNoBDuUjue4NrSR4GsOMcBWdEeBPcoYh7ujp9tQD62SxQ6I4F8uAFJBCbO5QNPDZ6Q,David McGarry,https://play-lh.googleusercontent.com/a-/AOh14Gh8hqvfNtoKSabTfLpkN84YEEHUAqeEN5zRGwR-Bw,I used to be able to scan to my phone with the printer and check my ink levels on the app but now I can't. It just says some features not available yet they used to be. HP have just decided that my printer shouldn't have the feature that I used the most. Used to work fine but not anymore. Time to get a new printer from anyone but HP I think,1,37,8.6.0.29,6/1/2021 20:49,,,most_relevant,com.hp.printercontrol
gp:AOqpTOFo_xZOuGNK-0dwUMCy_NOt4iuL3b2RUHRy4kmvX9ZAlNWp8xh-Zq4GUKrHxVxkxLiUMidwPMh4P39TP5M,Alexa Aguilera,https://play-lh.googleusercontent.com/a/AATXAJyhkYoTHyxSp00FpqnW-TblrcVsD2E8H9ALhqg1=mo,"An awful, infuriating, time-wasting experience. I got an HP printer and spent several hours over several days to try to connect it and it refuses no matter what. I despise this app and the fact that it's necessary to use my printer makes me never want to buy another HP device again.",1,8,8.6.0.29,6/7/2021 7:01,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGQMFjVpT1L7RP1z48eGAvY5SvM_TIm1nwXgyn42-SzzxXHDrSR8Lnou6G3wDyi-8Rb-sh8-IBNKJ9OfPc,Kiran White,https://play-lh.googleusercontent.com/a/AATXAJybsmdWbtCEWI_esmSpbuUMrAKEHXBabHDorCRg=mo,"The most dreadful printing experience I have ever had, slow and buggy, I have never had such a painful experience printing anything before, never getting an HP printer again, how on earth could you make something as simple as printing a file so goddamn painful???? Takes an hour to connect and set up, and why on earth should I have to create an account and sign in to that every single time to use my own personal home printer??????",1,164,8.6.0.29,6/1/2021 14:22,,,most_relevant,com.hp.printercontrol
gp:AOqpTOGm3M7750MRFpkg6kaPPD-pnZUCXcTAOagNTkR6hlXvlrZtRr_lJSHXscf5IU22kn7tzRoBHNR94RMXQOs,Tiffany Barron,https://play-lh.googleusercontent.com/a-/AOh14GigslhLsWGc8ZruKOtHSVnM_ZYfPKKGoWMQLTh8Dw,"This was the most difficult printer to set up. 4 hours later I'm still trying to set it up with NO success and not everything you need to set it up comes with the printer. I've been trying to find the ""set up videos"" and it keeps looping me to the install that isn't working. DEFINITELY RETURNING IN THE MORNING.",1,12,8.6.0.29,6/2/2021 23:51,,,most_relevant,com.hp.printercontrol
gp:AOqpTOEOsd2lvRRVXq5pXvPEetjZ888I5nsR8PBh2oWQCWwhtuzkhUsy2Wg8oKMU5kbYNa6ortg5fskhYmGFTyg,Niklas Beierl,https://play-lh.googleusercontent.com/a/AATXAJyuRQpf_DJPQIyXzpPIbZ_NiaAMn3EzkxZC8NL40WM=mo,"It works very well, but: When scanning: I can ""add"" and ""reorder"" pages with the little button in the top right corner after performing a scan. So the functionality is there. But the add button is removed once I scan from the document feeder!! Which makes the feeder useless when the pages are double sided. If this feature where not needlessly disabled I could make one run through the feeder for each side and then order them correctly. Instead I have to waste my time swapping pages...",1,32,8.6.0.29,6/11/2021 14:19,,,most_relevant,com.hp.printercontrol
