Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),,,,18555
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Métis ancestries,,,15140
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Inuit ancestries,,,2470
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),Métis and Inuit ancestries,,,770
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian); Métis and Inuit ancestries,,,170
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,,,,,1402735
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,,,,1347610
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian) and non-Aboriginal ancestries,,,881455
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Métis and non-Aboriginal ancestries,,,441005
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Inuit and non-Aboriginal ancestries,,,25155
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,,,,55125
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis and non-Aboriginal ancestries,,,49325
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Inuit and non-Aboriginal ancestries,,,3470
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,Métis; Inuit and non-Aboriginal ancestries,,,2010
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis; Inuit and non-Aboriginal ancestries,,,325
Canada,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Non-Aboriginal ancestry (only),,,,,32329545
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,,,,,,34460065
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,,,,,7674580
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,South Asian,,,,1924635
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Chinese,,,,1577065
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Black,,,,1198545
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Filipino,,,,780130
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Latin American,,,,447320
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Arab,,,,523235
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Southeast Asian,,,,313260
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,West Asian,,,,264305
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Korean,,,,188710
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Japanese,,,,92920
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Visible minority; n.i.e.,,,,132085
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Multiple visible minorities,,,,232375
Canada,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Not a visible minority,,,,,26785485
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,,,,,,65915
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,,,,,330
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,,,,315
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,First Nations (North American Indian),,,240
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Métis,,,60
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Inuk (Inuit),,,15
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Multiple Aboriginal responses,,,,10
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Aboriginal responses not included elsewhere,,,,10
M1B,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Non-Aboriginal identity,,,,,65585
M1B,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,,,,,,65915
M1B,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Registered or Treaty Indian,,,,,90
M1B,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Not a Registered or Treaty Indian,,,,,65830
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,,,,,,65915
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),,,,,35
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),,,,35
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),First Nations (North American Indian) single ancestry,,,25
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Métis single ancestry,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Inuit single ancestry,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Métis ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Inuit ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),Métis and Inuit ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian); Métis and Inuit ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,,,,,445
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,,,,445
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian) and non-Aboriginal ancestries,,,330
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Métis and non-Aboriginal ancestries,,,100
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Inuit and non-Aboriginal ancestries,,,20
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis and non-Aboriginal ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Inuit and non-Aboriginal ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,Métis; Inuit and non-Aboriginal ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis; Inuit and non-Aboriginal ancestries,,,0
M1B,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Non-Aboriginal ancestry (only),,,,,65435
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,,,,,,65920
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,,,,,58150
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,South Asian,,,,26155
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Chinese,,,,4160
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Black,,,,13070
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Filipino,,,,6905
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Latin American,,,,965
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Arab,,,,565
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Southeast Asian,,,,330
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,West Asian,,,,995
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Korean,,,,105
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Japanese,,,,65
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Visible minority; n.i.e.,,,,2650
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Multiple visible minorities,,,,2175
M1B,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Not a visible minority,,,,,7765
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,,,,,,35290
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,,,,,375
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,,,,365
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,First Nations (North American Indian),,,270
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Métis,,,100
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Inuk (Inuit),,,0
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Multiple Aboriginal responses,,,,0
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Aboriginal responses not included elsewhere,,,,10
M1C,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Non-Aboriginal identity,,,,,34915
M1C,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,,,,,,35290
M1C,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Registered or Treaty Indian,,,,,75
M1C,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Not a Registered or Treaty Indian,,,,,35215
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,,,,,,35295
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),,,,,30
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),,,,30
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),First Nations (North American Indian) single ancestry,,,25
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Métis single ancestry,,,10
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Inuit single ancestry,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Métis ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Inuit ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),Métis and Inuit ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian); Métis and Inuit ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,,,,,420
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,,,,410
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian) and non-Aboriginal ancestries,,,340
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Métis and non-Aboriginal ancestries,,,75
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Inuit and non-Aboriginal ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis and non-Aboriginal ancestries,,,10
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Inuit and non-Aboriginal ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,Métis; Inuit and non-Aboriginal ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis; Inuit and non-Aboriginal ancestries,,,0
M1C,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Non-Aboriginal ancestry (only),,,,,34845
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,,,,,,35290
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,,,,,19400
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,South Asian,,,,8790
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Chinese,,,,2155
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Black,,,,3275
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Filipino,,,,2065
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Latin American,,,,440
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Arab,,,,320
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Southeast Asian,,,,180
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,West Asian,,,,360
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Korean,,,,195
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Japanese,,,,185
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Visible minority; n.i.e.,,,,755
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Multiple visible minorities,,,,675
M1C,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Not a visible minority,,,,,15885
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,,,,,,29590
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,,,,,230
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,,,,215
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,First Nations (North American Indian),,,120
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Métis,,,90
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,Inuk (Inuit),,,10
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Multiple Aboriginal responses,,,,0
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Aboriginal responses not included elsewhere,,,,10
M1G,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Non-Aboriginal identity,,,,,29355
M1G,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,,,,,,29590
M1G,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Registered or Treaty Indian,,,,,65
M1G,Visible Minority,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,Not a Registered or Treaty Indian,,,,,29520
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,,,,,,29590
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),,,,,45
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),,,,40
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),First Nations (North American Indian) single ancestry,,,20
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Métis single ancestry,,,15
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Single Aboriginal ancestry (only),Inuit single ancestry,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Métis ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian) and Inuit ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),Métis and Inuit ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal ancestry (only),Multiple Aboriginal ancestries (only),First Nations (North American Indian); Métis and Inuit ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,,,,,340
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,,,,335
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian) and non-Aboriginal ancestries,,,285
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Métis and non-Aboriginal ancestries,,,20
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Single Aboriginal and non-Aboriginal ancestries,Inuit and non-Aboriginal ancestries,,,25
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis and non-Aboriginal ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Inuit and non-Aboriginal ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,Métis; Inuit and non-Aboriginal ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Aboriginal and non-Aboriginal ancestries,Multiple Aboriginal and non-Aboriginal ancestries,First Nations (North American Indian); Métis; Inuit and non-Aboriginal ancestries,,,0
M1G,Visible Minority,Total - Aboriginal ancestry for the population in private households - 25% sample data,Non-Aboriginal ancestry (only),,,,,29200
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,,,,,,29585
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,,,,,22560
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,South Asian,,,,12990
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Chinese,,,,845
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Black,,,,3650
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Filipino,,,,2075
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Latin American,,,,415
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Arab,,,,405
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Southeast Asian,,,,215
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,West Asian,,,,665
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Korean,,,,70
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Japanese,,,,70
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Visible minority; n.i.e.,,,,720
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Total visible minority population,Multiple visible minorities,,,,445
M1G,Visible Minority,Total - Visible minority for the population in private households - 25% sample data,Not a visible minority,,,,,7025
M1H,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,,,,,,24100
M1H,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,,,,,180
M1H,Visible Minority,Total - Aboriginal identity for the population in private households - 25% sample data,Aboriginal identity,Single Aboriginal responses,,,,175
