Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,No bedrooms,,,,,55
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,1 bedroom,,,,,1915
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,2 bedrooms,,,,,4315
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,3 bedrooms,,,,,6700
M1B,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,4 or more bedrooms,,,,,7245
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,,,,,,20230
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,1 to 4 rooms,,,,,6335
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,5 rooms,,,,,3710
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,6 rooms,,,,,3430
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,7 rooms,,,,,2585
M1B,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,8 or more rooms,,,,,4170
M1B,Household characteristics,Average number of rooms per dwelling,,,,,,5.7
M1B,Household characteristics,Total - Private households by number of persons per room - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Private households by number of persons per room - 25% sample data,One person or fewer per room,,,,,18555
M1B,Household characteristics,Total - Private households by number of persons per room - 25% sample data,More than 1 person per room,,,,,1675
M1B,Household characteristics,Total - Private households by housing suitability - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Private households by housing suitability - 25% sample data,Suitable,,,,,17095
M1B,Household characteristics,Total - Private households by housing suitability - 25% sample data,Not suitable,,,,,3135
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1960 or before,,,,,675
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1961 to 1980,,,,,7230
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1981 to 1990,,,,,5940
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1991 to 2000,,,,,3280
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2001 to 2005,,,,,1790
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2006 to 2010,,,,,1055
M1B,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2011 to 2016,,,,,275
M1B,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Only regular maintenance or minor repairs needed,,,,,19105
M1B,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Major repairs needed,,,,,1130
M1B,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,,,,,,20235
M1B,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,1 household maintainer,,,,,11435
M1B,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,2 household maintainers,,,,,7300
M1B,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,3 or more household maintainers,,,,,1490
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,,,,,,20230
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,15 to 24 years,,,,,260
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,25 to 34 years,,,,,2015
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,35 to 44 years,,,,,3520
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,45 to 54 years,,,,,5015
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,55 to 64 years,,,,,4700
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,65 to 74 years,,,,,3220
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,75 to 84 years,,,,,1205
M1B,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,85 years and over,,,,,295
M1B,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,,,,,,20230
M1B,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending less than 30% of income on shelter costs,,,,,13295
M1B,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending 30% or more of income on shelter costs,,,,,6930
M1B,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending 30% or more of income on shelter costs,30% to less than 100%,,,,6190
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,,,,,,14485
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,% of owner households with a mortgage,,,,,72.6
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,% of owner households spending 30% or more of its income on shelter costs,,,,,30.8
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Median monthly shelter costs for owned dwellings ($),,,,,1560
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Average monthly shelter costs for owned dwellings ($),,,,,1519
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Median value of dwellings ($),,,,,449320
M1B,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Average value of dwellings ($),,,,,475936
M1B,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,,,,,,5745
M1B,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,% of tenant households in subsidized housing,,,,,21.4
M1B,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,% of tenant households spending 30% or more of its income on shelter costs,,,,,43.1
M1B,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,Median monthly shelter costs for rented dwellings ($),,,,,1135
M1B,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,Average monthly shelter costs for rented dwellings ($),,,,,1094
M1C,Household characteristics,Total - Private households by household type - 100% data,,,,,,11275
M1C,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,,,,,9025
M1C,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,Without children in a census family,,,,2695
M1C,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,With children in a census family,,,,6330
M1C,Household characteristics,Total - Private households by household type - 100% data,Multiple-census-family households,,,,,640
M1C,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,,,,,1610
M1C,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,One-person households,,,,1335
M1C,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,Two-or-more person non-census-family households,,,,275
M1C,Household characteristics,Total - Private households by tenure - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Private households by tenure - 25% sample data,Owner,,,,,10240
M1C,Household characteristics,Total - Private households by tenure - 25% sample data,Renter,,,,,1025
M1C,Household characteristics,Total - Private households by tenure - 25% sample data,Band housing,,,,,0
M1C,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,Condominium,,,,,300
M1C,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,Not condominium,,,,,10970
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,No bedrooms,,,,,10
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,1 bedroom,,,,,205
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,2 bedrooms,,,,,645
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,3 bedrooms,,,,,3935
M1C,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,4 or more bedrooms,,,,,6480
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,1 to 4 rooms,,,,,945
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,5 rooms,,,,,1210
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,6 rooms,,,,,1810
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,7 rooms,,,,,1695
M1C,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,8 or more rooms,,,,,5610
M1C,Household characteristics,Average number of rooms per dwelling,,,,,,7.6
M1C,Household characteristics,Total - Private households by number of persons per room - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Private households by number of persons per room - 25% sample data,One person or fewer per room,,,,,11030
M1C,Household characteristics,Total - Private households by number of persons per room - 25% sample data,More than 1 person per room,,,,,240
M1C,Household characteristics,Total - Private households by housing suitability - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Private households by housing suitability - 25% sample data,Suitable,,,,,10650
M1C,Household characteristics,Total - Private households by housing suitability - 25% sample data,Not suitable,,,,,625
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1960 or before,,,,,1155
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1961 to 1980,,,,,3155
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1981 to 1990,,,,,3410
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1991 to 2000,,,,,2215
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2001 to 2005,,,,,430
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2006 to 2010,,,,,610
M1C,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2011 to 2016,,,,,295
M1C,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Only regular maintenance or minor repairs needed,,,,,10805
M1C,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Major repairs needed,,,,,465
M1C,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,1 household maintainer,,,,,5195
M1C,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,2 household maintainers,,,,,5530
M1C,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,3 or more household maintainers,,,,,545
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,,,,,,11270
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,15 to 24 years,,,,,100
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,25 to 34 years,,,,,585
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,35 to 44 years,,,,,1590
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,45 to 54 years,,,,,2770
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,55 to 64 years,,,,,2960
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,65 to 74 years,,,,,2145
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,75 to 84 years,,,,,930
M1C,Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,85 years and over,,,,,185
M1C,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,,,,,,11255
M1C,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending less than 30% of income on shelter costs,,,,,8980
M1C,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending 30% or more of income on shelter costs,,,,,2270
M1C,Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,Spending 30% or more of income on shelter costs,30% to less than 100%,,,,2000
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,,,,,,10240
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,% of owner households with a mortgage,,,,,56.1
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,% of owner households spending 30% or more of its income on shelter costs,,,,,17.8
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Median monthly shelter costs for owned dwellings ($),,,,,1449
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Average monthly shelter costs for owned dwellings ($),,,,,1575
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Median value of dwellings ($),,,,,697679
M1C,Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,Average value of dwellings ($),,,,,718791
M1C,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,,,,,,1030
M1C,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,% of tenant households in subsidized housing,,,,,10.2
M1C,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,% of tenant households spending 30% or more of its income on shelter costs,,,,,43.9
M1C,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,Median monthly shelter costs for rented dwellings ($),,,,,1102
M1C,Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,Average monthly shelter costs for rented dwellings ($),,,,,1266
M1G,Household characteristics,Total - Private households by household type - 100% data,,,,,,9765
M1G,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,,,,,6620
M1G,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,Without children in a census family,,,,1550
M1G,Household characteristics,Total - Private households by household type - 100% data,One-census-family households,With children in a census family,,,,5065
M1G,Household characteristics,Total - Private households by household type - 100% data,Multiple-census-family households,,,,,605
M1G,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,,,,,2540
M1G,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,One-person households,,,,2100
M1G,Household characteristics,Total - Private households by household type - 100% data,Non-census-family households,Two-or-more person non-census-family households,,,,445
M1G,Household characteristics,Total - Private households by tenure - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Private households by tenure - 25% sample data,Owner,,,,,4810
M1G,Household characteristics,Total - Private households by tenure - 25% sample data,Renter,,,,,5010
M1G,Household characteristics,Total - Private households by tenure - 25% sample data,Band housing,,,,,0
M1G,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,Condominium,,,,,295
M1G,Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,Not condominium,,,,,9535
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,No bedrooms,,,,,250
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,1 bedroom,,,,,1605
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,2 bedrooms,,,,,2435
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,3 bedrooms,,,,,3040
M1G,Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,4 or more bedrooms,,,,,2490
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,1 to 4 rooms,,,,,4410
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,5 rooms,,,,,1425
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,6 rooms,,,,,1165
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,7 rooms,,,,,1175
M1G,Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,8 or more rooms,,,,,1650
M1G,Household characteristics,Average number of rooms per dwelling,,,,,,5.2
M1G,Household characteristics,Total - Private households by number of persons per room - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Private households by number of persons per room - 25% sample data,One person or fewer per room,,,,,8640
M1G,Household characteristics,Total - Private households by number of persons per room - 25% sample data,More than 1 person per room,,,,,1185
M1G,Household characteristics,Total - Private households by housing suitability - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Private households by housing suitability - 25% sample data,Suitable,,,,,7910
M1G,Household characteristics,Total - Private households by housing suitability - 25% sample data,Not suitable,,,,,1915
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1960 or before,,,,,4020
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1961 to 1980,,,,,4540
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1981 to 1990,,,,,585
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,1991 to 2000,,,,,370
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2001 to 2005,,,,,150
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2006 to 2010,,,,,105
M1G,Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2011 to 2016,,,,,60
M1G,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,,,,,,9825
M1G,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Only regular maintenance or minor repairs needed,,,,,8750
M1G,Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,Major repairs needed,,,,,1075
M1G,Household characteristics,Total - Private households by number of household maintainers - 25% sample data,,,,,,9825
