Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,11640
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,895
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,11560
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,8075
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,785
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1225
M1G,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1475
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,20510
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,10860
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,9975
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,880
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,9650
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,6605
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,625
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1205
M1H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1215
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,29490
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,14445
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,13135
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1310
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,15040
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,10390
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1060
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1885
M1J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1705
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,40215
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,19795
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,17765
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,2025
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,20425
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,13850
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1410
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2845
M1K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2320
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,28565
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,15110
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,13485
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1625
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,13450
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,9255
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,910
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1700
M1L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1580
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,19365
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,10135
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,8950
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1185
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,9225
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,6080
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,605
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1240
M1M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1300
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,18825
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,9840
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,8090
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1750
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,8985
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,5740
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,610
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1445
M1N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1190
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,38245
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,19735
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,18075
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1660
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,18505
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,12330
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1185
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2330
M1P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2665
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,25225
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,12810
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,11575
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1240
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,12415
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,8345
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,775
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1595
M1R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1695
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,33060
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,18115
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,17060
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1055
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,14945
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,10070
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,700
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2050
M1S,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2125
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,29660
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,15745
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,14725
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1025
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,13915
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,8715
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,870
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2075
M1T,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2260
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,46875
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,26360
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,25030
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1330
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,20515
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,13655
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1095
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,3090
M1V,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2675
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,42155
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,23435
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,22385
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1045
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,18725
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,12315
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,980
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2515
M1W,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2920
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,12230
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,7185
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,6960
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,225
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,5045
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,3905
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,310
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,295
M1X,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,540
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,21415
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,11965
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,11450
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,510
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,9450
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,6405
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,450
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1120
M2H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1480
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,49655
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,27320
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,25250
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,2060
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,22340
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,15740
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1165
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2860
M2J,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2575
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,21255
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,11870
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,10650
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1215
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,9390
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,6435
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,455
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1240
M2K,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1255
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,9975
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,5855
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,5550
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,305
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,4125
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,3020
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,210
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,450
M2L,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,440
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,28945
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,15420
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,14385
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1035
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,13525
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,9495
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,625
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,1595
M2M,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1810
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,67190
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,36160
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,32200
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,3960
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,31025
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,23050
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1420
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,3670
M2N,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2890
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,6755
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,4005
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,3735
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,275
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,2745
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,1955
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,120
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,385
M2P,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,280
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,35460
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,18605
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,17125
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1485
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,16850
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,10215
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1145
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2915
M2R,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2570
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,28810
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,14595
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,12985
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1615
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,14215
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,9650
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,955
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2065
M3A,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,1540
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,11290
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,6840
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,6490
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,350
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,4450
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,2965
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,185
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,515
M3B,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,790
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,32705
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,16765
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Married,,,,15070
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,Living common law,,,,1690
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,,,,,15940
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Never married,,,,10130
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Separated,,,,1125
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Divorced,,,,2355
M3C,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Not married and not living common law,Widowed,,,,2340
M3H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,,,,,,30970
M3H,Marriage Characteristics,Total - Marital status for the population aged 15 years and over - 100% data,Married or living common law,,,,,16680
